"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC12233_2","NCTC13142_2","NCTC13277_2","NCTC13395_2","NCTC13616_2","NCTC1803_2","NCTC4137_2","NCTC6136_2","NCTC7988_2","NCTC9555_2"
"sarT","","HTH-type transcriptional regulator SarT","5","5","1","1","3276","","","","356","356","356","5ed739b8eba34d81c44a46f3a235e95d_5344","a6596c4a203e63fb6b02f6e492b61789_5314","","ff262237f3470f60d8b7b16b3d58ad2c_5367","14c52b1fad0ff98e5cf49028371d6243_5276","","cc2e0eb80d2c122d721349f05f3eeaf8_5074","","",""
"sarU","","HTH-type transcriptional regulator SarU","5","5","1","1","3275","","","","743","743","743","5ed739b8eba34d81c44a46f3a235e95d_5346","a6596c4a203e63fb6b02f6e492b61789_5316","","ff262237f3470f60d8b7b16b3d58ad2c_5369","14c52b1fad0ff98e5cf49028371d6243_5278","","cc2e0eb80d2c122d721349f05f3eeaf8_5076","","",""
"WP_001077826.1","","energy-coupling factor transporter transmembrane protein EcfT","5","5","1","1","3050","","","","833","833","833","5ed739b8eba34d81c44a46f3a235e95d_5750","","635a081118a8dafa9e232517c2cf67f9_5787","ff262237f3470f60d8b7b16b3d58ad2c_5773","","","cc2e0eb80d2c122d721349f05f3eeaf8_5474","46fc0cff5994e5bf181db51ddfa21095_5788","",""
"WP_000743717.1","","ECF-type riboflavin transporter substrate-binding protein","5","5","1","1","3048","","","","554","554","554","5ed739b8eba34d81c44a46f3a235e95d_5754","","635a081118a8dafa9e232517c2cf67f9_5791","ff262237f3470f60d8b7b16b3d58ad2c_5777","","","cc2e0eb80d2c122d721349f05f3eeaf8_5478","46fc0cff5994e5bf181db51ddfa21095_5792","",""
"WP_000528923.1","","S-adenosyl-l-methionine hydroxide adenosyltransferase family protein","5","5","1","1","3047","","","","848","848","848","5ed739b8eba34d81c44a46f3a235e95d_5756","","635a081118a8dafa9e232517c2cf67f9_5793","ff262237f3470f60d8b7b16b3d58ad2c_5779","","","cc2e0eb80d2c122d721349f05f3eeaf8_5480","46fc0cff5994e5bf181db51ddfa21095_5794","",""
"WP_000422381.1","","hypothetical protein","5","5","1","1","995","","","","854","854","854","","a6596c4a203e63fb6b02f6e492b61789_337","","","14c52b1fad0ff98e5cf49028371d6243_337","4a58a390596d4900f56ec453eae7d1e7_5383","","","0f07ae81df8f8d06fbc4da89d7ffc57a_283","8517706599505fe9f8a7a5c896166270_283"
"WP_000413098.1","","DUF4064 domain-containing protein","5","5","1","1","1421","","","","389","389","389","","a6596c4a203e63fb6b02f6e492b61789_535","","","14c52b1fad0ff98e5cf49028371d6243_535","4a58a390596d4900f56ec453eae7d1e7_5611","","","0f07ae81df8f8d06fbc4da89d7ffc57a_511","8517706599505fe9f8a7a5c896166270_501"
"WP_000466742.1","","GlsB/YeaQ/YmgE family stress response membrane protein","5","5","1","1","2295","","","","254","254","254","","a6596c4a203e63fb6b02f6e492b61789_692","","","14c52b1fad0ff98e5cf49028371d6243_692","4a58a390596d4900f56ec453eae7d1e7_268","","","0f07ae81df8f8d06fbc4da89d7ffc57a_807","8517706599505fe9f8a7a5c896166270_802"
"WP_000700902.1","","carboxylesterase/lipase family protein","5","5","1","1","3347","","","","1163","1352","1314","5ed739b8eba34d81c44a46f3a235e95d_5250","","635a081118a8dafa9e232517c2cf67f9_5325","ff262237f3470f60d8b7b16b3d58ad2c_5271","","","cc2e0eb80d2c122d721349f05f3eeaf8_4994","46fc0cff5994e5bf181db51ddfa21095_5298","",""
"WP_000213811.1","","helix-turn-helix transcriptional regulator","5","5","1","1","1472","","","","212","212","212","","a6596c4a203e63fb6b02f6e492b61789_3053","","","14c52b1fad0ff98e5cf49028371d6243_3013","4a58a390596d4900f56ec453eae7d1e7_3447","","","0f07ae81df8f8d06fbc4da89d7ffc57a_4130","8517706599505fe9f8a7a5c896166270_4147"
"WP_000539688.1","","DUF2951 domain-containing protein","5","5","1","1","1581","","","","296","296","296","","a6596c4a203e63fb6b02f6e492b61789_4148","","","14c52b1fad0ff98e5cf49028371d6243_4111","4a58a390596d4900f56ec453eae7d1e7_3335","","46fc0cff5994e5bf181db51ddfa21095_4244","0f07ae81df8f8d06fbc4da89d7ffc57a_4018",""
"WP_065316555.1","","oxidoreductase","5","5","1","1","2844","","","","749","749","749","","a6596c4a203e63fb6b02f6e492b61789_4244","","","14c52b1fad0ff98e5cf49028371d6243_4210","4a58a390596d4900f56ec453eae7d1e7_3435","","","0f07ae81df8f8d06fbc4da89d7ffc57a_4118","8517706599505fe9f8a7a5c896166270_4135"
"WP_065316556.1","","nitric oxide reductase","5","5","1","1","986","","","","2291","2291","2291","","","635a081118a8dafa9e232517c2cf67f9_518","","14c52b1fad0ff98e5cf49028371d6243_471","4a58a390596d4900f56ec453eae7d1e7_5517","","","0f07ae81df8f8d06fbc4da89d7ffc57a_417","8517706599505fe9f8a7a5c896166270_417"
"WP_000201394.1","","hypothetical protein","5","5","1","1","3823","","","","179","179","179","","","635a081118a8dafa9e232517c2cf67f9_4398","","","4a58a390596d4900f56ec453eae7d1e7_3615","cc2e0eb80d2c122d721349f05f3eeaf8_4086","","0f07ae81df8f8d06fbc4da89d7ffc57a_4322","8517706599505fe9f8a7a5c896166270_4313"
"WP_000041873.1","","type II toxin-antitoxin system PemK/MazF family toxin","5","5","1","1","2339","","","","704","704","704","","","","ff262237f3470f60d8b7b16b3d58ad2c_747","","4a58a390596d4900f56ec453eae7d1e7_343","cc2e0eb80d2c122d721349f05f3eeaf8_705","","0f07ae81df8f8d06fbc4da89d7ffc57a_882","8517706599505fe9f8a7a5c896166270_877"
"WP_000264756.1","","site-specific integrase","5","5","1","1","1467","","","","1205","1205","1205","5ed739b8eba34d81c44a46f3a235e95d_597","","","","","4a58a390596d4900f56ec453eae7d1e7_25","","46fc0cff5994e5bf181db51ddfa21095_551","0f07ae81df8f8d06fbc4da89d7ffc57a_559","8517706599505fe9f8a7a5c896166270_549"
"WP_000985986.1","","hypothetical protein","5","5","1","1","3915","","","","362","362","362","5ed739b8eba34d81c44a46f3a235e95d_631","a6596c4a203e63fb6b02f6e492b61789_3029","635a081118a8dafa9e232517c2cf67f9_3132","","14c52b1fad0ff98e5cf49028371d6243_2989","","","46fc0cff5994e5bf181db51ddfa21095_583","",""
"WP_000586140.1","","hypothetical protein","5","5","1","1","708","","","","698","710","700","5ed739b8eba34d81c44a46f3a235e95d_3783","","","ff262237f3470f60d8b7b16b3d58ad2c_3639","","4a58a390596d4900f56ec453eae7d1e7_3068","","","0f07ae81df8f8d06fbc4da89d7ffc57a_3751","8517706599505fe9f8a7a5c896166270_3768"
"WP_000787322.1","","hypothetical protein","5","5","1","1","2777","","","","224","224","224","5ed739b8eba34d81c44a46f3a235e95d_1737","a6596c4a203e63fb6b02f6e492b61789_739","","","","4a58a390596d4900f56ec453eae7d1e7_3637","","","0f07ae81df8f8d06fbc4da89d7ffc57a_4344","8517706599505fe9f8a7a5c896166270_4335"
"WP_000657539.1","","phage capsid protein","5","5","1","1","2766","","","","1058","1058","1058","5ed739b8eba34d81c44a46f3a235e95d_1747","a6596c4a203e63fb6b02f6e492b61789_749","","","","4a58a390596d4900f56ec453eae7d1e7_3627","","","0f07ae81df8f8d06fbc4da89d7ffc57a_4334","8517706599505fe9f8a7a5c896166270_4325"
"WP_001790623.1","","hypothetical protein","5","5","1","1","1782","","","","101","101","101","5ed739b8eba34d81c44a46f3a235e95d_2078","","635a081118a8dafa9e232517c2cf67f9_2029","ff262237f3470f60d8b7b16b3d58ad2c_1914","","","cc2e0eb80d2c122d721349f05f3eeaf8_1892","46fc0cff5994e5bf181db51ddfa21095_2164","",""
"WP_001805731.1","","hypothetical protein","5","5","1","1","948","","","","116","152","123","5ed739b8eba34d81c44a46f3a235e95d_3059","a6596c4a203e63fb6b02f6e492b61789_2900","","ff262237f3470f60d8b7b16b3d58ad2c_2879","14c52b1fad0ff98e5cf49028371d6243_2860","","","46fc0cff5994e5bf181db51ddfa21095_3167","",""
"WP_001033757.1","","hypothetical protein","5","5","1","1","964","","","","146","206","170","5ed739b8eba34d81c44a46f3a235e95d_3084","a6596c4a203e63fb6b02f6e492b61789_2925","","ff262237f3470f60d8b7b16b3d58ad2c_2904","14c52b1fad0ff98e5cf49028371d6243_2885","","cc2e0eb80d2c122d721349f05f3eeaf8_2880","","",""
"WP_000401964.1","","RusA family crossover junction endodeoxyribonuclease","5","5","1","1","3990","","","","404","404","404","5ed739b8eba34d81c44a46f3a235e95d_4250","a6596c4a203e63fb6b02f6e492b61789_4218","","","14c52b1fad0ff98e5cf49028371d6243_4184","","cc2e0eb80d2c122d721349f05f3eeaf8_4024","46fc0cff5994e5bf181db51ddfa21095_4312","",""
"group_3513","WP_000731878.1","glycine cleavage system protein H","5","5","1","1","2223","","","","332","332","332","","","","","","4a58a390596d4900f56ec453eae7d1e7_171","cc2e0eb80d2c122d721349f05f3eeaf8_565","46fc0cff5994e5bf181db51ddfa21095_689","0f07ae81df8f8d06fbc4da89d7ffc57a_705","8517706599505fe9f8a7a5c896166270_703"
"WP_000581892.1","","tandem-type lipoprotein","5","5","1","1","3295","","","","794","794","794","5ed739b8eba34d81c44a46f3a235e95d_5314","a6596c4a203e63fb6b02f6e492b61789_5282","635a081118a8dafa9e232517c2cf67f9_5387","ff262237f3470f60d8b7b16b3d58ad2c_5337","14c52b1fad0ff98e5cf49028371d6243_5244","","","","",""
"WP_044122812.1","","NADH-dependent flavin oxidoreductase","5","5","1","1","2230","","","","1199","1199","1199","5ed739b8eba34d81c44a46f3a235e95d_733","","","","","4a58a390596d4900f56ec453eae7d1e7_165","","46fc0cff5994e5bf181db51ddfa21095_683","0f07ae81df8f8d06fbc4da89d7ffc57a_699","8517706599505fe9f8a7a5c896166270_697"
"WP_000286464.1","","NADH-dependent flavin oxidoreductase","5","5","1","1","970","","","","1199","1199","1199","","a6596c4a203e63fb6b02f6e492b61789_587","","ff262237f3470f60d8b7b16b3d58ad2c_603","14c52b1fad0ff98e5cf49028371d6243_587","4a58a390596d4900f56ec453eae7d1e7_5659","cc2e0eb80d2c122d721349f05f3eeaf8_559","","",""
"WP_000477488.1","","hypothetical protein","5","5","1","1","4095","","","","416","416","416","","","635a081118a8dafa9e232517c2cf67f9_2647","","","4a58a390596d4900f56ec453eae7d1e7_2041","","46fc0cff5994e5bf181db51ddfa21095_2830","0f07ae81df8f8d06fbc4da89d7ffc57a_2728","8517706599505fe9f8a7a5c896166270_3158"
"fnbA","","fibronectin-binding protein FnbA","5","5","1","1","2976","","","","2897","3173","3101","","","635a081118a8dafa9e232517c2cf67f9_5405","","","4a58a390596d4900f56ec453eae7d1e7_4665","cc2e0eb80d2c122d721349f05f3eeaf8_5082","","0f07ae81df8f8d06fbc4da89d7ffc57a_5351","8517706599505fe9f8a7a5c896166270_5340"
"WP_065315818.1","","hypothetical protein","5","5","1","1","2872","","","","221","230","228","","","","ff262237f3470f60d8b7b16b3d58ad2c_4005","","4a58a390596d4900f56ec453eae7d1e7_3431","","46fc0cff5994e5bf181db51ddfa21095_1816","0f07ae81df8f8d06fbc4da89d7ffc57a_4114","8517706599505fe9f8a7a5c896166270_4131"
"WP_020444595.1","","hydroxymethylglutaryl-CoA synthase family protein","5","5","1","1","1106","","","","371","389","381","5ed739b8eba34d81c44a46f3a235e95d_65","a6596c4a203e63fb6b02f6e492b61789_65","635a081118a8dafa9e232517c2cf67f9_77","ff262237f3470f60d8b7b16b3d58ad2c_73","14c52b1fad0ff98e5cf49028371d6243_65","","","","",""
"WP_001549960.1","","beta-lactam sensor/signal transducer MecR1","5","5","1","1","1110","","","","986","1757","1140","5ed739b8eba34d81c44a46f3a235e95d_73","a6596c4a203e63fb6b02f6e492b61789_73","635a081118a8dafa9e232517c2cf67f9_85","ff262237f3470f60d8b7b16b3d58ad2c_81","14c52b1fad0ff98e5cf49028371d6243_73","","","","",""
"WP_000094899.1","","hypothetical protein","5","5","1","1","1196","","","","407","407","407","5ed739b8eba34d81c44a46f3a235e95d_201","a6596c4a203e63fb6b02f6e492b61789_197","","ff262237f3470f60d8b7b16b3d58ad2c_205","","","cc2e0eb80d2c122d721349f05f3eeaf8_157","46fc0cff5994e5bf181db51ddfa21095_147","",""
"WP_001550030.1","","hypothetical protein","5","5","1","1","1281","","","","281","281","281","5ed739b8eba34d81c44a46f3a235e95d_345","","635a081118a8dafa9e232517c2cf67f9_388","ff262237f3470f60d8b7b16b3d58ad2c_351","","","cc2e0eb80d2c122d721349f05f3eeaf8_297","46fc0cff5994e5bf181db51ddfa21095_289","",""
"WP_000643618.1","","tandem-type lipoprotein","5","5","1","1","1300","","","","773","773","773","5ed739b8eba34d81c44a46f3a235e95d_365","a6596c4a203e63fb6b02f6e492b61789_357","","","14c52b1fad0ff98e5cf49028371d6243_357","","cc2e0eb80d2c122d721349f05f3eeaf8_329","46fc0cff5994e5bf181db51ddfa21095_321","",""
"WP_000513699.1","","transcriptional regulator","5","5","1","1","183","","","","437","437","437","5ed739b8eba34d81c44a46f3a235e95d_677","a6596c4a203e63fb6b02f6e492b61789_2989","635a081118a8dafa9e232517c2cf67f9_3086","","14c52b1fad0ff98e5cf49028371d6243_2949","","","46fc0cff5994e5bf181db51ddfa21095_629","",""
"WP_000136028.1","","alpha/beta hydrolase","5","5","1","1","2229","","","","827","827","827","5ed739b8eba34d81c44a46f3a235e95d_731","","","","","4a58a390596d4900f56ec453eae7d1e7_163","","46fc0cff5994e5bf181db51ddfa21095_681","0f07ae81df8f8d06fbc4da89d7ffc57a_697","8517706599505fe9f8a7a5c896166270_695"
"WP_000136027.1","","alpha/beta hydrolase","5","5","1","1","971","","","","827","827","827","","a6596c4a203e63fb6b02f6e492b61789_585","","ff262237f3470f60d8b7b16b3d58ad2c_601","14c52b1fad0ff98e5cf49028371d6243_585","4a58a390596d4900f56ec453eae7d1e7_5657","cc2e0eb80d2c122d721349f05f3eeaf8_557","","",""
"WP_000466748.1","","GlsB/YeaQ/YmgE family stress response membrane protein","5","5","1","1","2298","","","","251","254","252","5ed739b8eba34d81c44a46f3a235e95d_840","","635a081118a8dafa9e232517c2cf67f9_777","ff262237f3470f60d8b7b16b3d58ad2c_708","","","cc2e0eb80d2c122d721349f05f3eeaf8_666","46fc0cff5994e5bf181db51ddfa21095_830","",""
"WP_001065080.1","","DUF1024 family protein","5","5","1","1","199","","","","236","248","245","","","","ff262237f3470f60d8b7b16b3d58ad2c_3959","","4a58a390596d4900f56ec453eae7d1e7_83","","46fc0cff5994e5bf181db51ddfa21095_1864","0f07ae81df8f8d06fbc4da89d7ffc57a_619","8517706599505fe9f8a7a5c896166270_621"
"WP_000923044.1","","DUF443 domain-containing protein","5","5","1","1","2552","","","","620","626","623","5ed739b8eba34d81c44a46f3a235e95d_1349","a6596c4a203e63fb6b02f6e492b61789_1197","","ff262237f3470f60d8b7b16b3d58ad2c_1215","14c52b1fad0ff98e5cf49028371d6243_1161","","","46fc0cff5994e5bf181db51ddfa21095_1339","",""
"WP_001789891.1","","hypothetical protein","5","5","1","1","133","","","","197","197","197","5ed739b8eba34d81c44a46f3a235e95d_2658","a6596c4a203e63fb6b02f6e492b61789_2488","","ff262237f3470f60d8b7b16b3d58ad2c_2492","14c52b1fad0ff98e5cf49028371d6243_2450","","","46fc0cff5994e5bf181db51ddfa21095_2826","",""
"WP_000604816.1","","aminodeoxychorismate/anthranilate synthase component II","5","5","1","1","1993","","","","566","566","566","5ed739b8eba34d81c44a46f3a235e95d_2802","","635a081118a8dafa9e232517c2cf67f9_2790","ff262237f3470f60d8b7b16b3d58ad2c_2622","","","cc2e0eb80d2c122d721349f05f3eeaf8_2638","46fc0cff5994e5bf181db51ddfa21095_2944","",""
"group_728","","transposase","5","5","1","1","689","","","","176","179","177","5ed739b8eba34d81c44a46f3a235e95d_3755","","","ff262237f3470f60d8b7b16b3d58ad2c_3611","","4a58a390596d4900f56ec453eae7d1e7_3040","","","0f07ae81df8f8d06fbc4da89d7ffc57a_3723","8517706599505fe9f8a7a5c896166270_3740"
"WP_069993782.1","","type I restriction-modification system subunit M","5","5","1","1","602","","","","1556","1739","1629","5ed739b8eba34d81c44a46f3a235e95d_3763","","635a081118a8dafa9e232517c2cf67f9_3859","","","4a58a390596d4900f56ec453eae7d1e7_3054","cc2e0eb80d2c122d721349f05f3eeaf8_3539","","","8517706599505fe9f8a7a5c896166270_3754"
"WP_001096793.1","","lantibiotic protection ABC transporter ATP-binding subunit","5","5","1","1","711","","","","692","692","692","5ed739b8eba34d81c44a46f3a235e95d_3787","","","ff262237f3470f60d8b7b16b3d58ad2c_3643","","4a58a390596d4900f56ec453eae7d1e7_3072","","","0f07ae81df8f8d06fbc4da89d7ffc57a_3755","8517706599505fe9f8a7a5c896166270_3772"
"WP_000517786.1","","enterotoxin","5","5","1","1","713","","","","518","518","518","5ed739b8eba34d81c44a46f3a235e95d_3791","","","ff262237f3470f60d8b7b16b3d58ad2c_3647","","4a58a390596d4900f56ec453eae7d1e7_3076","","","0f07ae81df8f8d06fbc4da89d7ffc57a_3759","8517706599505fe9f8a7a5c896166270_3776"
"WP_001797573.1","","hypothetical protein","5","5","1","1","3862","","","","377","437","413","5ed739b8eba34d81c44a46f3a235e95d_4314","a6596c4a203e63fb6b02f6e492b61789_4284","","ff262237f3470f60d8b7b16b3d58ad2c_4337","14c52b1fad0ff98e5cf49028371d6243_4250","","","46fc0cff5994e5bf181db51ddfa21095_4378","",""
"group_844","","Csa1 family protein","5","5","1","1","3294","","","","107","107","107","5ed739b8eba34d81c44a46f3a235e95d_5316","a6596c4a203e63fb6b02f6e492b61789_5284","","ff262237f3470f60d8b7b16b3d58ad2c_5339","14c52b1fad0ff98e5cf49028371d6243_5246","","","46fc0cff5994e5bf181db51ddfa21095_5368","",""
"WP_000996736.1","","GNAT family N-acetyltransferase","5","5","1","1","3190","","","","488","488","488","5ed739b8eba34d81c44a46f3a235e95d_5502","a6596c4a203e63fb6b02f6e492b61789_5470","","ff262237f3470f60d8b7b16b3d58ad2c_5523","14c52b1fad0ff98e5cf49028371d6243_5432","","cc2e0eb80d2c122d721349f05f3eeaf8_5228","","",""
"WP_000138653.1","","ABC transporter ATP-binding protein","5","5","1","1","3049","","","","1712","1712","1712","5ed739b8eba34d81c44a46f3a235e95d_5752","","635a081118a8dafa9e232517c2cf67f9_5789","ff262237f3470f60d8b7b16b3d58ad2c_5775","","","cc2e0eb80d2c122d721349f05f3eeaf8_5476","46fc0cff5994e5bf181db51ddfa21095_5790","",""
"WP_000411368.1","","DUF5083 family protein","5","5","1","1","1423","","","","473","473","473","","a6596c4a203e63fb6b02f6e492b61789_531","","","14c52b1fad0ff98e5cf49028371d6243_531","4a58a390596d4900f56ec453eae7d1e7_5607","","","0f07ae81df8f8d06fbc4da89d7ffc57a_507","8517706599505fe9f8a7a5c896166270_497"
"WP_000824866.1","","DUF4467 domain-containing protein","5","5","1","1","1422","","","","374","374","374","","a6596c4a203e63fb6b02f6e492b61789_533","","","14c52b1fad0ff98e5cf49028371d6243_533","4a58a390596d4900f56ec453eae7d1e7_5609","","","0f07ae81df8f8d06fbc4da89d7ffc57a_509","8517706599505fe9f8a7a5c896166270_499"
"WP_000878103.1","","DUF5084 family protein","5","5","1","1","1420","","","","392","392","392","","a6596c4a203e63fb6b02f6e492b61789_537","","","14c52b1fad0ff98e5cf49028371d6243_537","4a58a390596d4900f56ec453eae7d1e7_5613","","","0f07ae81df8f8d06fbc4da89d7ffc57a_513","8517706599505fe9f8a7a5c896166270_503"
"WP_000824478.1","","hypothetical protein","5","5","1","1","2798","","","","521","521","521","","a6596c4a203e63fb6b02f6e492b61789_1597","","","14c52b1fad0ff98e5cf49028371d6243_1563","4a58a390596d4900f56ec453eae7d1e7_1166","","","0f07ae81df8f8d06fbc4da89d7ffc57a_1717","8517706599505fe9f8a7a5c896166270_1715"
"WP_000662306.1","","hypothetical protein","5","5","1","1","1918","","","","113","113","113","","a6596c4a203e63fb6b02f6e492b61789_1635","","","14c52b1fad0ff98e5cf49028371d6243_1601","","cc2e0eb80d2c122d721349f05f3eeaf8_1631","","0f07ae81df8f8d06fbc4da89d7ffc57a_1755","8517706599505fe9f8a7a5c896166270_1753"
"WP_000604805.1","","aminodeoxychorismate/anthranilate synthase component II","5","5","1","1","1991","","","","566","566","566","","a6596c4a203e63fb6b02f6e492b61789_2643","","","14c52b1fad0ff98e5cf49028371d6243_2605","4a58a390596d4900f56ec453eae7d1e7_2166","","","0f07ae81df8f8d06fbc4da89d7ffc57a_2852","8517706599505fe9f8a7a5c896166270_3034"
"WP_000154682.1","","DUF1405 domain-containing protein","5","5","1","1","2105","","","","587","587","587","","a6596c4a203e63fb6b02f6e492b61789_2868","635a081118a8dafa9e232517c2cf67f9_2977","","14c52b1fad0ff98e5cf49028371d6243_2828","","cc2e0eb80d2c122d721349f05f3eeaf8_2827","46fc0cff5994e5bf181db51ddfa21095_3135","",""
"WP_000191464.1","","hypothetical protein","5","5","1","1","1468","","","","614","614","614","","a6596c4a203e63fb6b02f6e492b61789_3061","","","14c52b1fad0ff98e5cf49028371d6243_3021","","cc2e0eb80d2c122d721349f05f3eeaf8_4066","46fc0cff5994e5bf181db51ddfa21095_553","","8517706599505fe9f8a7a5c896166270_551"
"WP_000639923.1","","DUF739 family protein","5","5","1","1","2884","","","","242","242","242","","a6596c4a203e63fb6b02f6e492b61789_4252","","ff262237f3470f60d8b7b16b3d58ad2c_4309","14c52b1fad0ff98e5cf49028371d6243_4218","","cc2e0eb80d2c122d721349f05f3eeaf8_4056","","","8517706599505fe9f8a7a5c896166270_561"
"WP_000747806.1","","DUF1433 domain-containing protein","5","5","1","1","686","","","","446","446","446","","","635a081118a8dafa9e232517c2cf67f9_3833","","","4a58a390596d4900f56ec453eae7d1e7_3034","","46fc0cff5994e5bf181db51ddfa21095_3829","0f07ae81df8f8d06fbc4da89d7ffc57a_3717","8517706599505fe9f8a7a5c896166270_3734"
"group_98","lip2","YSIRK domain-containing triacylglycerol lipase Lip2/Geh","5","5","1","1","972","","","","122","2075","1683","5ed739b8eba34d81c44a46f3a235e95d_729","a6596c4a203e63fb6b02f6e492b61789_583","","ff262237f3470f60d8b7b16b3d58ad2c_599","14c52b1fad0ff98e5cf49028371d6243_583","4a58a390596d4900f56ec453eae7d1e7_5655","","","",""
"WP_061731561.1","","hypothetical protein","4","4","1","1","2856","","","","215","215","215","","","","ff262237f3470f60d8b7b16b3d58ad2c_4273","","4a58a390596d4900f56ec453eae7d1e7_67","","","0f07ae81df8f8d06fbc4da89d7ffc57a_2257","8517706599505fe9f8a7a5c896166270_603"
"WP_001804400.1","","hypothetical protein","4","4","1","1","143","","","","260","260","260","","","","","","4a58a390596d4900f56ec453eae7d1e7_87","","46fc0cff5994e5bf181db51ddfa21095_1868","0f07ae81df8f8d06fbc4da89d7ffc57a_623","8517706599505fe9f8a7a5c896166270_625"
"WP_000600872.1","","DUF523 domain-containing protein","4","4","1","1","2202","","","","482","482","482","","","","","","4a58a390596d4900f56ec453eae7d1e7_349","cc2e0eb80d2c122d721349f05f3eeaf8_713","","0f07ae81df8f8d06fbc4da89d7ffc57a_888","8517706599505fe9f8a7a5c896166270_883"
"WP_000784039.1","","superantigen-like protein SSL3","4","4","1","1","2184","","","","1070","1070","1070","","","","","","4a58a390596d4900f56ec453eae7d1e7_361","cc2e0eb80d2c122d721349f05f3eeaf8_723","","0f07ae81df8f8d06fbc4da89d7ffc57a_900","8517706599505fe9f8a7a5c896166270_895"
"WP_000769812.1","","superantigen-like protein SSL7","4","4","1","1","2182","","","","695","695","695","","","","","","4a58a390596d4900f56ec453eae7d1e7_371","","46fc0cff5994e5bf181db51ddfa21095_903","0f07ae81df8f8d06fbc4da89d7ffc57a_910","8517706599505fe9f8a7a5c896166270_905"
"WP_001154314.1","","phage tail protein","4","4","1","1","252","","","","1490","1490","1490","","","","","","4a58a390596d4900f56ec453eae7d1e7_3343","cc2e0eb80d2c122d721349f05f3eeaf8_3964","","0f07ae81df8f8d06fbc4da89d7ffc57a_4026","8517706599505fe9f8a7a5c896166270_4043"
"WP_000571956.1","","hypothetical protein","4","4","1","1","254","","","","122","122","122","","","","","","4a58a390596d4900f56ec453eae7d1e7_3347","cc2e0eb80d2c122d721349f05f3eeaf8_3968","","0f07ae81df8f8d06fbc4da89d7ffc57a_4030","8517706599505fe9f8a7a5c896166270_4047"
"WP_065315587.1","","phage tail protein","4","4","1","1","256","","","","953","953","953","","","","","","4a58a390596d4900f56ec453eae7d1e7_3351","cc2e0eb80d2c122d721349f05f3eeaf8_3972","","0f07ae81df8f8d06fbc4da89d7ffc57a_4034","8517706599505fe9f8a7a5c896166270_4051"
"WP_000511061.1","","phage portal protein","4","4","1","1","264","","","","1190","1250","1205","","","","","","4a58a390596d4900f56ec453eae7d1e7_3367","cc2e0eb80d2c122d721349f05f3eeaf8_3988","","0f07ae81df8f8d06fbc4da89d7ffc57a_4050","8517706599505fe9f8a7a5c896166270_4067"
"WP_000817289.1","","HNH endonuclease","4","4","1","1","268","","","","344","344","344","","","","","","4a58a390596d4900f56ec453eae7d1e7_3375","cc2e0eb80d2c122d721349f05f3eeaf8_3996","","0f07ae81df8f8d06fbc4da89d7ffc57a_4058","8517706599505fe9f8a7a5c896166270_4075"
"WP_000282752.1","","hypothetical protein","4","4","1","1","270","","","","461","461","461","","","","","","4a58a390596d4900f56ec453eae7d1e7_3379","cc2e0eb80d2c122d721349f05f3eeaf8_4000","","0f07ae81df8f8d06fbc4da89d7ffc57a_4062","8517706599505fe9f8a7a5c896166270_4079"
"WP_065315894.1","","DUF3113 family protein","4","4","1","1","3900","","","","185","185","185","","","","","","4a58a390596d4900f56ec453eae7d1e7_3405","","46fc0cff5994e5bf181db51ddfa21095_593","0f07ae81df8f8d06fbc4da89d7ffc57a_4088","8517706599505fe9f8a7a5c896166270_4105"
"WP_001108313.1","","hypothetical protein","4","4","1","1","992","","","","227","281","240","","","","","","4a58a390596d4900f56ec453eae7d1e7_5435","cc2e0eb80d2c122d721349f05f3eeaf8_363","","0f07ae81df8f8d06fbc4da89d7ffc57a_335","8517706599505fe9f8a7a5c896166270_335"
"WP_000142072.1","","TIGR01741 family protein","4","4","1","1","1429","","","","497","497","497","","","","","","4a58a390596d4900f56ec453eae7d1e7_5601","cc2e0eb80d2c122d721349f05f3eeaf8_515","","0f07ae81df8f8d06fbc4da89d7ffc57a_501","8517706599505fe9f8a7a5c896166270_491"
"WP_000566670.1","","DUF3578 domain-containing protein","4","4","1","1","1103","","","","1256","1256","1256","5ed739b8eba34d81c44a46f3a235e95d_59","a6596c4a203e63fb6b02f6e492b61789_59","635a081118a8dafa9e232517c2cf67f9_59","","14c52b1fad0ff98e5cf49028371d6243_59","","","","",""
"WP_001282728.1","","hypothetical protein","4","4","1","1","1104","","","","239","239","239","5ed739b8eba34d81c44a46f3a235e95d_61","a6596c4a203e63fb6b02f6e492b61789_61","635a081118a8dafa9e232517c2cf67f9_61","","14c52b1fad0ff98e5cf49028371d6243_61","","","","",""
"WP_001106057.1","","IS6-like element IS257 family transposase","4","4","1","1","1105","","","","674","674","674","5ed739b8eba34d81c44a46f3a235e95d_63","a6596c4a203e63fb6b02f6e492b61789_63","635a081118a8dafa9e232517c2cf67f9_63","","14c52b1fad0ff98e5cf49028371d6243_63","","","","",""
