"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10047_2","NCTC10080_2","NCTC10436_2","NCTC13175_2","NCTC4840_2","NCTC5706_2","NCTC5716_2","NCTC5741_2","NCTC5791_2","NCTC6017_2"
"WP_151324390.1","","diacylglyceryl transferase","1","1","1","1","2181","","","","275","275","275","4faf440b7ae03605f2bb8c219a1cbecd_5230","","","","","","","","",""
"WP_151324391.1","","lysozyme","1","1","1","1","2180","","","","530","530","530","4faf440b7ae03605f2bb8c219a1cbecd_5232","","","","","","","","",""
"WP_079796394.1","","hypothetical protein","1","1","1","1","2179","","","","443","443","443","4faf440b7ae03605f2bb8c219a1cbecd_5238","","","","","","","","",""
"WP_151324392.1","","adenosylhomocysteinase","1","1","1","1","2178","","","","1139","1139","1139","4faf440b7ae03605f2bb8c219a1cbecd_5244","","","","","","","","",""
"WP_079796396.1","","LacI family transcriptional regulator","1","1","1","1","2177","","","","992","992","992","4faf440b7ae03605f2bb8c219a1cbecd_5246","","","","","","","","",""
"WP_079796397.1","","ImpA domain-containing protein","1","1","1","1","2240","","","","1343","1343","1343","4faf440b7ae03605f2bb8c219a1cbecd_5248","","","","","","","","",""
"WP_139386954.1","","hypothetical protein","1","1","1","1","2242","","","","311","311","311","4faf440b7ae03605f2bb8c219a1cbecd_5252","","","","","","","","",""
"WP_143202974.1","","hypothetical protein","1","1","1","1","2243","","","","242","242","242","4faf440b7ae03605f2bb8c219a1cbecd_5254","","","","","","","","",""
"WP_151324393.1","","type VI secretion system tip protein VgrG","1","1","1","1","2244","","","","2231","2231","2231","4faf440b7ae03605f2bb8c219a1cbecd_5256","","","","","","","","",""
"group_3226","tssJ","type VI secretion system lipoprotein TssJ","1","1","1","1","2245","","","","524","524","524","4faf440b7ae03605f2bb8c219a1cbecd_5258","","","","","","","","",""
"group_3227","tssG","type VI secretion system baseplate subunit TssG","1","1","1","1","2246","","","","1082","1082","1082","4faf440b7ae03605f2bb8c219a1cbecd_5260","","","","","","","","",""
"group_3228","","type VI secretion system baseplate subunit TssF","1","1","1","1","2247","","","","182","182","182","4faf440b7ae03605f2bb8c219a1cbecd_5262","","","","","","","","",""
"WP_070788970.1","","hypothetical protein","1","1","1","1","2248","","","","617","617","617","4faf440b7ae03605f2bb8c219a1cbecd_5264","","","","","","","","",""
"WP_001219020.1","","peptidase","1","1","1","1","217","","","","473","473","473","","","","8c337c75870066c7edf421eabf2a3849_3524","","","","","",""
"WP_088733963.1","","hypothetical protein","1","1","1","1","2249","","","","215","215","215","4faf440b7ae03605f2bb8c219a1cbecd_5266","","","","","","","","",""
"group_3231","","hypothetical protein","1","1","1","1","2250","","","","1160","1160","1160","4faf440b7ae03605f2bb8c219a1cbecd_5268","","","","","","","","",""
"tssA","","type VI secretion system protein TssA","1","1","1","1","2251","","","","1607","1607","1607","4faf440b7ae03605f2bb8c219a1cbecd_5272","","","","","","","","",""
"WP_070801223.1","","PAAR domain-containing protein","1","1","1","1","2252","","","","263","263","263","4faf440b7ae03605f2bb8c219a1cbecd_5278","","","","","","","","",""
"WP_070801222.1","","hypothetical protein","1","1","1","1","2253","","","","335","335","335","4faf440b7ae03605f2bb8c219a1cbecd_5280","","","","","","","","",""
"WP_151324394.1","","hypothetical protein","1","1","1","1","2254","","","","329","329","329","4faf440b7ae03605f2bb8c219a1cbecd_5282","","","","","","","","",""
"WP_151324395.1","","hypothetical protein","1","1","1","1","2255","","","","590","590","590","4faf440b7ae03605f2bb8c219a1cbecd_5284","","","","","","","","",""
"WP_151324396.1","","hypothetical protein","1","1","1","1","2256","","","","572","572","572","4faf440b7ae03605f2bb8c219a1cbecd_5286","","","","","","","","",""
"WP_079796771.1","","DotU family type IV/VI secretion system protein","1","1","1","1","2257","","","","689","689","689","4faf440b7ae03605f2bb8c219a1cbecd_5298","","","","","","","","",""
"group_3239","tssK","type VI secretion system baseplate subunit TssK","1","1","1","1","2258","","","","1349","1349","1349","4faf440b7ae03605f2bb8c219a1cbecd_5300","","","","","","","","",""
"group_324","","IS630 family transposase","1","1","1","1","218","","","","278","278","278","","","","8c337c75870066c7edf421eabf2a3849_3528","","","","","",""
"group_3240","tssC","type VI secretion system contractile sheath large subunit","1","1","1","1","2259","","","","1442","1442","1442","4faf440b7ae03605f2bb8c219a1cbecd_5302","","","","","","","","",""
"group_3241","tssB","type VI secretion system contractile sheath small subunit","1","1","1","1","2260","","","","497","497","497","4faf440b7ae03605f2bb8c219a1cbecd_5304","","","","","","","","",""
"WP_151324520.1","","C component of insecticidal toxin complex","1","1","1","1","2261","","","","221","221","221","4faf440b7ae03605f2bb8c219a1cbecd_5306","","","","","","","","",""
"WP_151324398.1","","hypothetical protein","1","1","1","1","2262","","","","632","632","632","4faf440b7ae03605f2bb8c219a1cbecd_5310","","","","","","","","",""
"group_3244","","recombinase family protein","1","1","1","1","2263","","","","194","194","194","4faf440b7ae03605f2bb8c219a1cbecd_5312","","","","","","","","",""
"WP_151324399.1","","hypothetical protein","1","1","1","1","2264","","","","260","260","260","4faf440b7ae03605f2bb8c219a1cbecd_5316","","","","","","","","",""
"WP_151324400.1","","hypothetical protein","1","1","1","1","2265","","","","218","218","218","4faf440b7ae03605f2bb8c219a1cbecd_5318","","","","","","","","",""
"WP_139148096.1","","hypothetical protein","1","1","1","1","2266","","","","416","416","416","4faf440b7ae03605f2bb8c219a1cbecd_5320","","","","","","","","",""
"WP_053510146.1","","MarR family transcriptional regulator","1","1","1","1","2268","","","","488","488","488","4faf440b7ae03605f2bb8c219a1cbecd_5326","","","","","","","","",""
"WP_079796721.1","","MFS transporter","1","1","1","1","2269","","","","1241","1241","1241","4faf440b7ae03605f2bb8c219a1cbecd_5330","","","","","","","","",""
"WP_023245138.1","","protease","1","1","1","1","223","","","","473","473","473","","","","","","","","","","2429ebe1b70a7dc44da671065d2f1e2f_3732"
"WP_079796720.1","","PhoPQ-regulated protein","1","1","1","1","2270","","","","1556","1556","1556","4faf440b7ae03605f2bb8c219a1cbecd_5332","","","","","","","","",""
"group_3252","hypC","HypC/HybG/HupF family hydrogenase formation chaperone","1","1","1","1","1016","","","","299","299","299","4faf440b7ae03605f2bb8c219a1cbecd_5350","","","","","","","","",""
"group_3253","","nuclear transport factor 2 family protein","1","1","1","1","1012","","","","526","526","526","4faf440b7ae03605f2bb8c219a1cbecd_5364","","","","","","","","",""
"group_3254","marB","multiple antibiotic resistance protein MarB","1","1","1","1","953","","","","215","215","215","4faf440b7ae03605f2bb8c219a1cbecd_5386","","","","","","","","",""
"WP_151324401.1","","peptidyl-dipeptidase dcp","1","1","1","1","957","","","","152","152","152","4faf440b7ae03605f2bb8c219a1cbecd_5404","","","","","","","","",""
"WP_053508112.1","","acid shock protein","1","1","1","1","963","","","","263","263","263","4faf440b7ae03605f2bb8c219a1cbecd_5468","","","","","","","","",""
"WP_134949984.1","","hypothetical protein","1","1","1","1","1152","","","","230","230","230","4faf440b7ae03605f2bb8c219a1cbecd_5492","","","","","","","","",""
"group_3262","rsxC","electron transport complex subunit RsxC","1","1","1","1","1151","","","","2111","2111","2111","4faf440b7ae03605f2bb8c219a1cbecd_5530","","","","","","","","",""
"WP_079796278.1","","EscT/YscT/HrcT family type III secretion system export apparatus protein","1","1","1","1","1219","","","","779","779","779","4faf440b7ae03605f2bb8c219a1cbecd_5606","","","","","","","","",""
"group_3268","ssaP","SPI-2 type III secretion system apparatus protein SsaP","1","1","1","1","1149","","","","371","371","371","4faf440b7ae03605f2bb8c219a1cbecd_5614","","","","","","","","",""
"WP_023248087.1","","type III secretion system apparatus protein","1","1","1","1","1148","","","","368","368","368","4faf440b7ae03605f2bb8c219a1cbecd_5622","","","","","","","","",""
"group_3270","ssaK","SPI-2 type III secretion system apparatus protein SsaK","1","1","1","1","1147","","","","674","674","674","4faf440b7ae03605f2bb8c219a1cbecd_5626","","","","","","","","",""
"WP_072162076.1","","cytoplasmic protein","1","1","1","1","1146","","","","569","569","569","4faf440b7ae03605f2bb8c219a1cbecd_5628","","","","","","","","",""
"group_3272","ssaJ","EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein SsaJ","1","1","1","1","1145","","","","749","749","749","4faf440b7ae03605f2bb8c219a1cbecd_5630","","","","","","","","",""
"WP_023248082.1","","EscI/YscI/HrpB family type III secretion system inner rod protein","1","1","1","1","1144","","","","266","266","266","4faf440b7ae03605f2bb8c219a1cbecd_5632","","","","","","","","",""
"WP_151324403.1","","EscG/YscG/SsaH family type III secretion system needle protein co-chaperone","1","1","1","1","1252","","","","299","299","299","4faf440b7ae03605f2bb8c219a1cbecd_5634","","","","","","","","",""
"WP_023248079.1","","pathogenicity island 2 effector protein SseG","1","1","1","1","1251","","","","695","695","695","4faf440b7ae03605f2bb8c219a1cbecd_5638","","","","","","","","",""
"group_3276","sseF","type III secretion systems effector SseF","1","1","1","1","1250","","","","788","788","788","4faf440b7ae03605f2bb8c219a1cbecd_5640","","","","","","","","",""
"WP_023248077.1","","CesD/SycD/LcrH family type III secretion system chaperone","1","1","1","1","1249","","","","434","434","434","4faf440b7ae03605f2bb8c219a1cbecd_5642","","","","","","","","",""
"WP_079796280.1","","pathogenicity island 2 effector protein SseE","1","1","1","1","1248","","","","416","416","416","4faf440b7ae03605f2bb8c219a1cbecd_5644","","","","","","","","",""
"group_3279","sseD","SPI-2 type III secretion system translocon protein SseD","1","1","1","1","1247","","","","587","587","587","4faf440b7ae03605f2bb8c219a1cbecd_5646","","","","","","","","",""
"WP_023248073.1","","CesD/SycD/LcrH family type III secretion system chaperone SscA","1","1","1","1","1246","","","","473","473","473","4faf440b7ae03605f2bb8c219a1cbecd_5650","","","","","","","","",""
"group_3281","sseB","type III secretion system translocon protein SseB","1","1","1","1","1245","","","","566","566","566","4faf440b7ae03605f2bb8c219a1cbecd_5652","","","","","","","","",""
"group_3282","sseA","type III secretion system chaperone SseA","1","1","1","1","1271","","","","326","326","326","4faf440b7ae03605f2bb8c219a1cbecd_5654","","","","","","","","",""
"WP_079796282.1","","type III secretion system chaperone SsaE","1","1","1","1","1272","","","","251","251","251","4faf440b7ae03605f2bb8c219a1cbecd_5656","","","","","","","","",""
"WP_079796283.1","","EscD/YscD/HrpQ family type III secretion system inner membrane ring protein","1","1","1","1","1273","","","","1211","1211","1211","4faf440b7ae03605f2bb8c219a1cbecd_5658","","","","","","","","",""
"group_3285","spiC","SPI-2 type III secretion system protein SpiC","1","1","1","1","1274","","","","401","401","401","4faf440b7ae03605f2bb8c219a1cbecd_5662","","","","","","","","",""
"WP_023248063.1","","DUF523 and DUF1722 domain-containing protein","1","1","1","1","1276","","","","959","959","959","4faf440b7ae03605f2bb8c219a1cbecd_5670","","","","","","","","",""
"WP_151324406.1","","hypothetical protein","1","1","1","1","1328","","","","281","281","281","4faf440b7ae03605f2bb8c219a1cbecd_5745","","","","","","","","",""
"WP_151324407.1","","hypothetical protein","1","1","1","1","1329","","","","650","650","650","4faf440b7ae03605f2bb8c219a1cbecd_5747","","","","","","","","",""
"WP_139386944.1","","hypothetical protein","1","1","1","1","1330","","","","224","224","224","4faf440b7ae03605f2bb8c219a1cbecd_5749","","","","","","","","",""
"group_3293","ghoS","type V toxin-antitoxin system endoribonuclease antitoxin GhoS","1","1","1","1","1130","","","","290","290","290","4faf440b7ae03605f2bb8c219a1cbecd_5781","","","","","","","","",""
"WP_151324408.1","","hypothetical protein","1","1","1","1","1376","","","","194","194","194","4faf440b7ae03605f2bb8c219a1cbecd_5819","","","","","","","","",""
"WP_023247984.1","","hypothetical protein","1","1","1","1","1112","","","","107","107","107","4faf440b7ae03605f2bb8c219a1cbecd_5879","","","","","","","","",""
"WP_023247978.1","","DUF333 domain-containing protein","1","1","1","1","1111","","","","251","251","251","4faf440b7ae03605f2bb8c219a1cbecd_5891","","","","","","","","",""
"WP_044136294.1","","hypothetical protein","1","1","1","1","1405","","","","185","185","185","4faf440b7ae03605f2bb8c219a1cbecd_5897","","","","","","","","",""
"group_3299","","hypothetical protein","1","1","1","1","1409","","","","182","182","182","4faf440b7ae03605f2bb8c219a1cbecd_5905","","","","","","","","",""
"WP_024149664.1","","transporter substrate-binding domain-containing protein","1","1","1","1","1411","","","","782","782","782","4faf440b7ae03605f2bb8c219a1cbecd_5909","","","","","","","","",""
"WP_023247972.1","","chorismate mutase","1","1","1","1","1410","","","","545","545","545","4faf440b7ae03605f2bb8c219a1cbecd_5911","","","","","","","","",""
"WP_053509455.1","","MerR family transcriptional regulator","1","1","1","1","1106","","","","848","848","848","4faf440b7ae03605f2bb8c219a1cbecd_5915","","","","","","","","",""
"WP_053509456.1","","helix-turn-helix transcriptional regulator","1","1","1","1","1105","","","","593","593","593","4faf440b7ae03605f2bb8c219a1cbecd_5917","","","","","","","","",""
"group_3305","aadA","cryptic aminoglycoside nucleotidyltransferase ANT(3'')/ANT(9)","1","1","1","1","1104","","","","787","787","787","4faf440b7ae03605f2bb8c219a1cbecd_5919","","","","","","","","",""
"WP_071790777.1","","hypothetical protein","1","1","1","1","1103","","","","179","179","179","4faf440b7ae03605f2bb8c219a1cbecd_5921","","","","","","","","",""
"WP_071790776.1","","hypothetical protein","1","1","1","1","1427","","","","230","230","230","4faf440b7ae03605f2bb8c219a1cbecd_5942","","","","","","","","",""
"WP_023247959.1","","cytochrome b","1","1","1","1","1098","","","","530","530","530","4faf440b7ae03605f2bb8c219a1cbecd_5946","","","","","","","","",""
"WP_023247956.1","","c-type lysozyme inhibitor","1","1","1","1","1094","","","","344","344","344","4faf440b7ae03605f2bb8c219a1cbecd_5954","","","","","","","","",""
"WP_151324411.1","","hypothetical protein","1","1","1","1","1095","","","","245","245","245","4faf440b7ae03605f2bb8c219a1cbecd_5956","","","","","","","","",""
"WP_023247955.1","","Ail/Lom family outer membrane beta-barrel protein","1","1","1","1","1096","","","","557","557","557","4faf440b7ae03605f2bb8c219a1cbecd_5961","","","","","","","","",""
"WP_053509474.1","","virulence factor","1","1","1","1","1097","","","","263","263","263","4faf440b7ae03605f2bb8c219a1cbecd_5965","","","","","","","","",""
"WP_079796314.1","","ricin-type beta-trefoil lectin domain protein","1","1","1","1","1093","","","","521","521","521","4faf440b7ae03605f2bb8c219a1cbecd_5969","","","","","","","","",""
"WP_139386947.1","","hypothetical protein","1","1","1","1","1454","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","185","185","185","4faf440b7ae03605f2bb8c219a1cbecd_5975","","","","","","","","",""
"group_3315","","SET domain-containing protein","1","1","1","1","4035","","","","92","92","92","4faf440b7ae03605f2bb8c219a1cbecd_5977","","","","","","","","",""
"WP_023247949.1","","SDR family oxidoreductase","1","1","1","1","4036","","","","752","752","752","4faf440b7ae03605f2bb8c219a1cbecd_5979","","","","","","","","",""
"WP_023247948.1","","hypothetical protein","1","1","1","1","4037","","","","401","401","401","4faf440b7ae03605f2bb8c219a1cbecd_5981","","","","","","","","",""
"group_3318","","hypothetical protein","1","1","1","1","4038","","","","250","250","250","4faf440b7ae03605f2bb8c219a1cbecd_5983","","","","","","","","",""
"WP_023247945.1","","omptin family outer membrane protease","1","1","1","1","4048","","","","947","947","947","4faf440b7ae03605f2bb8c219a1cbecd_5987","","","","","","","","",""
"WP_151324412.1","","SET domain-containing protein","1","1","1","1","4047","","","","3176","3176","3176","4faf440b7ae03605f2bb8c219a1cbecd_5989","","","","","","","","",""
"WP_151324413.1","","hypothetical protein","1","1","1","1","4046","","","","308","308","308","4faf440b7ae03605f2bb8c219a1cbecd_5991","","","","","","","","",""
"WP_023247942.1","","E3 ubiquitin--protein ligase","1","1","1","1","4045","","","","311","311","311","4faf440b7ae03605f2bb8c219a1cbecd_5993","","","","","","","","",""
"group_3323","","isocitrate dehydrogenase","1","1","1","1","4044","","","","80","80","80","4faf440b7ae03605f2bb8c219a1cbecd_5995","","","","","","","","",""
"WP_151324414.1","","hypothetical protein","1","1","1","1","4043","","","","1040","1040","1040","4faf440b7ae03605f2bb8c219a1cbecd_5999","","","","","","","","",""
"WP_079796783.1","","hypothetical protein","1","1","1","1","4042","","","","1118","1118","1118","4faf440b7ae03605f2bb8c219a1cbecd_6001","","","","","","","","",""
"WP_151324415.1","","hypothetical protein","1","1","1","1","4041","","","","437","437","437","4faf440b7ae03605f2bb8c219a1cbecd_6003","","","","","","","","",""
"WP_151324416.1","","hypothetical protein","1","1","1","1","4040","","","","1073","1073","1073","4faf440b7ae03605f2bb8c219a1cbecd_6005","","","","","","","","",""
"WP_151324417.1","","glycosyltransferase","1","1","1","1","4039","","","","413","413","413","4faf440b7ae03605f2bb8c219a1cbecd_6007","","","","","","","","",""
"WP_023247935.1","","ABC transporter ATP-binding protein","1","1","1","1","8361","","","","755","755","755","4faf440b7ae03605f2bb8c219a1cbecd_6009","","","","","","","","",""
"WP_079796784.1","","hypothetical protein","1","1","1","1","8362","","","","800","800","800","4faf440b7ae03605f2bb8c219a1cbecd_6011","","","","","","","","",""
"WP_023247933.1","","capsular polysaccharide biosynthesis protein, BcbE","1","1","1","1","8363","","","","704","704","704","4faf440b7ae03605f2bb8c219a1cbecd_6013","","","","","","","","",""
"WP_023247932.1","","capsular polysaccharide biosynthesis protein BcbG","1","1","1","1","8364","","","","1544","1544","1544","4faf440b7ae03605f2bb8c219a1cbecd_6015","","","","","","","","",""
"WP_023247931.1","","capsule biosynthesis phosphatase","1","1","1","1","8365","","","","374","374","374","4faf440b7ae03605f2bb8c219a1cbecd_6017","","","","","","","","",""
"WP_053509485.1","","hypothetical protein","1","1","1","1","8366","","","","773","773","773","4faf440b7ae03605f2bb8c219a1cbecd_6019","","","","","","","","",""
"WP_151324419.1","","thiamine kinase","1","1","1","1","8393","","","","848","848","848","4faf440b7ae03605f2bb8c219a1cbecd_6083","","","","","","","","",""
"WP_023246038.1","","type 1 fimbrial protein","1","1","1","1","8457","","","","320","320","320","4faf440b7ae03605f2bb8c219a1cbecd_6209","","","","","","","","",""
"WP_070804646.1","","PAAR domain-containing protein","1","1","1","1","3996","","","","269","269","269","4faf440b7ae03605f2bb8c219a1cbecd_6243","","","","","","","","",""
"WP_079796792.1","","hypothetical protein","1","1","1","1","3995","","","","971","971","971","4faf440b7ae03605f2bb8c219a1cbecd_6245","","","","","","","","",""
"WP_079796793.1","","hypothetical protein","1","1","1","1","3994","","","","2663","2663","2663","4faf440b7ae03605f2bb8c219a1cbecd_6247","","","","","","","","",""
"WP_070802655.1","","DUF4123 domain-containing protein","1","1","1","1","3993","","","","1040","1040","1040","4faf440b7ae03605f2bb8c219a1cbecd_6249","","","","","","","","",""
"vgrG","","type VI secretion system tip protein VgrG","1","1","1","1","3992","","","","2396","2396","2396","4faf440b7ae03605f2bb8c219a1cbecd_6251","","","","","","","","",""
"WP_053509576.1","","hypothetical protein","1","1","1","1","3991","","","","614","614","614","4faf440b7ae03605f2bb8c219a1cbecd_6253","","","","","","","","",""
"group_3351","","LysR family transcriptional regulator","1","1","1","1","3990","","","","80","80","80","4faf440b7ae03605f2bb8c219a1cbecd_6257","","","","","","","","",""
"WP_044136090.1","","hypothetical protein","1","1","1","1","3989","","","","203","203","203","4faf440b7ae03605f2bb8c219a1cbecd_6259","","","","","","","","",""
"WP_053509580.1","","hypothetical protein","1","1","1","1","3988","","","","590","590","590","4faf440b7ae03605f2bb8c219a1cbecd_6266","","","","","","","","",""
"WP_151324424.1","","hypothetical protein","1","1","1","1","3987","","","","467","467","467","4faf440b7ae03605f2bb8c219a1cbecd_6268","","","","","","","","",""
"WP_151324425.1","","hypothetical protein","1","1","1","1","3986","","","","524","524","524","4faf440b7ae03605f2bb8c219a1cbecd_6270","","","","","","","","",""
"WP_151324426.1","","hypothetical protein","1","1","1","1","3985","","","","584","584","584","4faf440b7ae03605f2bb8c219a1cbecd_6272","","","","","","","","",""
"WP_151324427.1","","hypothetical protein","1","1","1","1","3984","","","","533","533","533","4faf440b7ae03605f2bb8c219a1cbecd_6274","","","","","","","","",""
"group_3358","","hypothetical protein","1","1","1","1","3983","","","","110","110","110","4faf440b7ae03605f2bb8c219a1cbecd_6276","","","","","","","","",""
"group_3359","","transposase","1","1","1","1","3965","","","","506","506","506","4faf440b7ae03605f2bb8c219a1cbecd_6290","","","","","","","","",""
"WP_038390069.1","","tail fiber protein","1","1","1","1","272","","","","1451","1451","1451","","","","","","","","","","2429ebe1b70a7dc44da671065d2f1e2f_4069"
"group_3360","","IS66 family transposase","1","1","1","1","3966","","","","251","251","251","4faf440b7ae03605f2bb8c219a1cbecd_6292","","","","","","","","",""
"WP_151324522.1","","4'-phosphopantetheinyl transferase superfamily protein","1","1","1","1","3967","","","","326","326","326","4faf440b7ae03605f2bb8c219a1cbecd_6296","","","","","","","","",""
"WP_151324429.1","","hypothetical protein","1","1","1","1","3968","","","","413","413","413","4faf440b7ae03605f2bb8c219a1cbecd_6298","","","","","","","","",""
"WP_053530171.1","","serine--tRNA ligase","1","1","1","1","3969","","","","1268","1268","1268","4faf440b7ae03605f2bb8c219a1cbecd_6300","","","","","","","","",""
"WP_053510669.1","","2OG-Fe dioxygenase family protein","1","1","1","1","3970","","","","737","737","737","4faf440b7ae03605f2bb8c219a1cbecd_6302","","","","","","","","",""
"WP_023246654.1","","argininosuccinate synthase","1","1","1","1","3971","","","","1238","1238","1238","4faf440b7ae03605f2bb8c219a1cbecd_6304","","","","","","","","",""
"WP_151324430.1","","hypothetical protein","1","1","1","1","3972","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","467","467","467","4faf440b7ae03605f2bb8c219a1cbecd_6306","","","","","","","","",""
"WP_151324431.1","","hypothetical protein","1","1","1","1","3973","","","","1481","1481","1481","4faf440b7ae03605f2bb8c219a1cbecd_6308","","","","","","","","",""
"WP_151324432.1","","hypothetical protein","1","1","1","1","3974","","","","182","182","182","4faf440b7ae03605f2bb8c219a1cbecd_6310","","","","","","","","",""
"WP_151324433.1","","amino acid adenylation domain-containing protein","1","1","1","1","3975","","","","4634","4634","4634","4faf440b7ae03605f2bb8c219a1cbecd_6312","","","","","","","","",""
"WP_151324434.1","","hypothetical protein","1","1","1","1","3976","","","","1193","1193","1193","4faf440b7ae03605f2bb8c219a1cbecd_6314","","","","","","","","",""
"WP_151324435.1","","hypothetical protein","1","1","1","1","3977","","","","1040","1040","1040","4faf440b7ae03605f2bb8c219a1cbecd_6316","","","","","","","","",""
"WP_070804452.1","","SDR family oxidoreductase","1","1","1","1","3978","","","","779","779","779","4faf440b7ae03605f2bb8c219a1cbecd_6318","","","","","","","","",""
"WP_151324436.1","","NAD-dependent epimerase/dehydratase family protein","1","1","1","1","3979","","","","4235","4235","4235","4faf440b7ae03605f2bb8c219a1cbecd_6320","","","","","","","","",""
"WP_023248691.1","","MbtH family NRPS accessory protein","1","1","1","1","3980","","","","248","248","248","4faf440b7ae03605f2bb8c219a1cbecd_6322","","","","","","","","",""
"WP_077918476.1","","MFS transporter","1","1","1","1","3981","","","","1193","1193","1193","4faf440b7ae03605f2bb8c219a1cbecd_6324","","","","","","","","",""
"WP_023248693.1","","hypothetical protein","1","1","1","1","3982","","","","410","410","410","4faf440b7ae03605f2bb8c219a1cbecd_6326","","","","","","","","",""
"WP_023248695.1","","oligogalacturonate porin","1","1","1","1","3960","","","","692","692","692","4faf440b7ae03605f2bb8c219a1cbecd_6332","","","","","","","","",""
"WP_023198657.1","","side tail fiber protein","1","1","1","1","4600","","","","1946","1946","1946","","","","","","","","34b0a8d969f18b9f4b245d9e2e270fbf_185","",""
"WP_023248700.1","","hypothetical protein","1","1","1","1","8482","","","","296","296","296","4faf440b7ae03605f2bb8c219a1cbecd_6344","","","","","","","","",""
"WP_077944454.1","","hypothetical protein","1","1","1","1","3874","","","","2276","2276","2276","4faf440b7ae03605f2bb8c219a1cbecd_6346","","","","","","","","",""
"WP_079796439.1","","acetyltransferase","1","1","1","1","3875","","","","1757","1757","1757","4faf440b7ae03605f2bb8c219a1cbecd_6348","","","","","","","","",""
"WP_129382451.1","","hypothetical protein","1","1","1","1","3876","","","","188","188","188","4faf440b7ae03605f2bb8c219a1cbecd_6352","","","","","","","","",""
"group_3389","","hypothetical protein","1","1","1","1","3881","","","","226","226","226","4faf440b7ae03605f2bb8c219a1cbecd_6364","","","","","","","","",""
"group_3390","","hypothetical protein","1","1","1","1","3882","","","","193","193","193","4faf440b7ae03605f2bb8c219a1cbecd_6378","","","","","","","","",""
"WP_023248729.1","","heavy metal sensor histidine kinase","1","1","1","1","3888","","","","1358","1358","1358","4faf440b7ae03605f2bb8c219a1cbecd_6414","","","","","","","","",""
"WP_023248730.1","","C69 family dipeptidase","1","1","1","1","3887","","","","1469","1469","1469","4faf440b7ae03605f2bb8c219a1cbecd_6416","","","","","","","","",""
"WP_071790796.1","","hypothetical protein","1","1","1","1","3889","","","","185","185","185","4faf440b7ae03605f2bb8c219a1cbecd_6418","","","","","","","","",""
"WP_079796444.1","","type III secretion system effector inositol phosphate phosphatase","1","1","1","1","3890","","","","1679","1679","1679","4faf440b7ae03605f2bb8c219a1cbecd_6422","","","","","","","","",""
"WP_023248733.1","","type III secretion system chaperone SigE","1","1","1","1","4152","","","","341","341","341","4faf440b7ae03605f2bb8c219a1cbecd_6424","","","","","","","","",""
"WP_063390315.1","","DUF2165 domain-containing protein","1","1","1","1","4162","","","","518","518","518","4faf440b7ae03605f2bb8c219a1cbecd_6428","","","","","","","","",""
"WP_064055832.1","","hypothetical protein","1","1","1","1","4161","","","","185","185","185","4faf440b7ae03605f2bb8c219a1cbecd_6430","","","","","","","","",""
"WP_108418453.1","","hypothetical protein","1","1","1","1","4160","","","","155","155","155","4faf440b7ae03605f2bb8c219a1cbecd_6432","","","","","","","","",""
"WP_077944456.1","","hypothetical protein","1","1","1","1","4159","","","","113","113","113","4faf440b7ae03605f2bb8c219a1cbecd_6434","","","","","","","","",""
"WP_053510724.1","","DUF560 domain-containing protein","1","1","1","1","4158","","","","1337","1337","1337","4faf440b7ae03605f2bb8c219a1cbecd_6436","","","","","","","","",""
"WP_151324438.1","","hypothetical protein","1","1","1","1","4157","","","","821","821","821","4faf440b7ae03605f2bb8c219a1cbecd_6438","","","","","","","","",""
"WP_151324439.1","","hypothetical protein","1","1","1","1","4156","","","","179","179","179","4faf440b7ae03605f2bb8c219a1cbecd_6440","","","","","","","","",""
"WP_023247011.1","","fimbrial protein","1","1","1","1","4155","","","","536","536","536","4faf440b7ae03605f2bb8c219a1cbecd_6450","","","","","","","","",""
"WP_079796446.1","","hypothetical protein","1","1","1","1","4154","","","","401","401","401","4faf440b7ae03605f2bb8c219a1cbecd_6452","","","","","","","","",""
"WP_023247013.1","","siderophore-interacting protein","1","1","1","1","4153","","","","887","887","887","4faf440b7ae03605f2bb8c219a1cbecd_6454","","","","","","","","",""
"WP_079796447.1","","MFS transporter","1","1","1","1","3893","","","","1211","1211","1211","4faf440b7ae03605f2bb8c219a1cbecd_6456","","","","","","","","",""
"WP_053530150.1","","aerobactin synthase IucA","1","1","1","1","3894","","","","1781","1781","1781","4faf440b7ae03605f2bb8c219a1cbecd_6458","","","","","","","","",""
"WP_070801973.1","","N(6)-hydroxylysine O-acetyltransferase","1","1","1","1","3895","","","","947","947","947","4faf440b7ae03605f2bb8c219a1cbecd_6460","","","","","","","","",""
"WP_023247018.1","","NADPH-dependent L-lysine N(6)-monooxygenase","1","1","1","1","3896","","","","1334","1334","1334","4faf440b7ae03605f2bb8c219a1cbecd_6464","","","","","","","","",""
"WP_151324440.1","","hypothetical protein","1","1","1","1","3897","","","","914","914","914","4faf440b7ae03605f2bb8c219a1cbecd_6468","","","","","","","","",""
