"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","M16808_2","NCTC11902_2","NCTC12977_2","NCTC13276_2","NCTC7465_2","NCTC7466_2","OXC141_2","R6_2","SNP994038_2","SNP994039_2"
"WP_001091109.1","","hypothetical protein","6","6","1","1","2379","","","","203","203","203","4e0ebb2f352ce5f77c4dc810bc08f662_1313","","c9f86137e46aba7d7655704f281d0e42_3536","","72423b0a20e1eaaa23e55b78118edd99_924","","071df2bd90ec8224320f416a082a7ee2_137","","29d2a391aac6e81216e86f42a012931d_139","4903566b198540aa48641e5fce1361b3_139"
"WP_000350505.1","","N-acetylmuramoyl-L-alanine amidase family protein","6","6","1","1","2385","","","","956","956","956","4e0ebb2f352ce5f77c4dc810bc08f662_1321","","c9f86137e46aba7d7655704f281d0e42_3544","","72423b0a20e1eaaa23e55b78118edd99_916","","071df2bd90ec8224320f416a082a7ee2_145","","29d2a391aac6e81216e86f42a012931d_147","4903566b198540aa48641e5fce1361b3_147"
"WP_029645892.1","","PrsW family intramembrane metalloprotease","6","6","1","1","2571","","","","542","623","582","4e0ebb2f352ce5f77c4dc810bc08f662_1340","","c9f86137e46aba7d7655704f281d0e42_3563","","72423b0a20e1eaaa23e55b78118edd99_895","","071df2bd90ec8224320f416a082a7ee2_164","","29d2a391aac6e81216e86f42a012931d_167","4903566b198540aa48641e5fce1361b3_167"
"blpU","","bacteriocin-like peptide BlpU","6","6","1","1","2556","","","","230","230","230","4e0ebb2f352ce5f77c4dc810bc08f662_1366","","c9f86137e46aba7d7655704f281d0e42_3591","d85e8842589287b51ccafc8c2ab682fd_96","72423b0a20e1eaaa23e55b78118edd99_865","0983e9ef5d2d51f2c7fe65caad871066_96","","f80477e6bb8d2c709ffd872956318dda_98","",""
"WP_000450183.1","","rhodanese-like domain-containing protein","6","6","1","1","2527","","","","278","296","290","4e0ebb2f352ce5f77c4dc810bc08f662_1424","","c9f86137e46aba7d7655704f281d0e42_3647","","72423b0a20e1eaaa23e55b78118edd99_809","","071df2bd90ec8224320f416a082a7ee2_248","","29d2a391aac6e81216e86f42a012931d_276","4903566b198540aa48641e5fce1361b3_276"
"WP_000842022.1","","hypothetical protein","6","6","1","1","1610","","","","182","2678","1430","4e0ebb2f352ce5f77c4dc810bc08f662_2286","5304d155c86e7e0505652cd3398fab91_1094","c9f86137e46aba7d7655704f281d0e42_119","","","","071df2bd90ec8224320f416a082a7ee2_1108","","29d2a391aac6e81216e86f42a012931d_1252","4903566b198540aa48641e5fce1361b3_1252"
"WP_000693053.1","","hypothetical protein","6","6","1","1","1405","","","","77","200","164","4e0ebb2f352ce5f77c4dc810bc08f662_2878","5304d155c86e7e0505652cd3398fab91_1680","c9f86137e46aba7d7655704f281d0e42_715","","","","071df2bd90ec8224320f416a082a7ee2_1682","","29d2a391aac6e81216e86f42a012931d_1937","4903566b198540aa48641e5fce1361b3_1937"
"WP_000756121.1","","restriction endonuclease subunit S","6","6","1","1","1403","","","","245","1106","875","4e0ebb2f352ce5f77c4dc810bc08f662_2874","5304d155c86e7e0505652cd3398fab91_1676","c9f86137e46aba7d7655704f281d0e42_711","","","","071df2bd90ec8224320f416a082a7ee2_1678","","29d2a391aac6e81216e86f42a012931d_1931","4903566b198540aa48641e5fce1361b3_1931"
"WP_000158366.1","","type II toxin-antitoxin system death-on-curing family toxin","6","6","1","1","1400","","","","413","413","413","4e0ebb2f352ce5f77c4dc810bc08f662_2870","5304d155c86e7e0505652cd3398fab91_1670","c9f86137e46aba7d7655704f281d0e42_707","","","","071df2bd90ec8224320f416a082a7ee2_1674","","29d2a391aac6e81216e86f42a012931d_1927","4903566b198540aa48641e5fce1361b3_1927"
"WP_001213951.1","","hypothetical protein","6","6","1","1","388","","","","452","1157","922","4e0ebb2f352ce5f77c4dc810bc08f662_3185","","c9f86137e46aba7d7655704f281d0e42_1022","","72423b0a20e1eaaa23e55b78118edd99_3446","","071df2bd90ec8224320f416a082a7ee2_2000","","29d2a391aac6e81216e86f42a012931d_2284","4903566b198540aa48641e5fce1361b3_2284"
"WP_000443784.1","","PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM","6","6","1","1","70","","","","368","380","374","4e0ebb2f352ce5f77c4dc810bc08f662_3398","5304d155c86e7e0505652cd3398fab91_2237","c9f86137e46aba7d7655704f281d0e42_1241","","","","071df2bd90ec8224320f416a082a7ee2_2237","","29d2a391aac6e81216e86f42a012931d_2552","4903566b198540aa48641e5fce1361b3_2552"
"WP_000807141.1","","hypothetical protein","6","6","1","1","190","","","","137","137","137","4e0ebb2f352ce5f77c4dc810bc08f662_3711","5304d155c86e7e0505652cd3398fab91_2519","c9f86137e46aba7d7655704f281d0e42_1560","d85e8842589287b51ccafc8c2ab682fd_2404","","0983e9ef5d2d51f2c7fe65caad871066_2418","","f80477e6bb8d2c709ffd872956318dda_2558","",""
"WP_000821274.1","","CPBP family intramembrane metalloprotease","6","6","1","1","189","","","","587","587","587","4e0ebb2f352ce5f77c4dc810bc08f662_3713","5304d155c86e7e0505652cd3398fab91_2521","c9f86137e46aba7d7655704f281d0e42_1562","","","","071df2bd90ec8224320f416a082a7ee2_2498","","29d2a391aac6e81216e86f42a012931d_2852","4903566b198540aa48641e5fce1361b3_2852"
"group_6","","UDP-galactopuranose mutase","6","6","1","1","912","","","","89","89","89","4e0ebb2f352ce5f77c4dc810bc08f662_107","","c9f86137e46aba7d7655704f281d0e42_2326","d85e8842589287b51ccafc8c2ab682fd_3174","72423b0a20e1eaaa23e55b78118edd99_2144","0983e9ef5d2d51f2c7fe65caad871066_3188","","f80477e6bb8d2c709ffd872956318dda_3372","",""
"WP_000571330.1","","ABC transporter ATP-binding protein","6","6","1","1","2489","","","","641","641","641","","5304d155c86e7e0505652cd3398fab91_286","","d85e8842589287b51ccafc8c2ab682fd_226","72423b0a20e1eaaa23e55b78118edd99_737","0983e9ef5d2d51f2c7fe65caad871066_226","071df2bd90ec8224320f416a082a7ee2_320","f80477e6bb8d2c709ffd872956318dda_238","",""
"WP_001168347.1","","hypothetical protein","6","6","1","1","180","","","","170","173","170","","5304d155c86e7e0505652cd3398fab91_2531","c9f86137e46aba7d7655704f281d0e42_1572","","72423b0a20e1eaaa23e55b78118edd99_2934","","071df2bd90ec8224320f416a082a7ee2_2508","","29d2a391aac6e81216e86f42a012931d_2862","4903566b198540aa48641e5fce1361b3_2862"
"WP_000424442.1","","hypothetical protein","6","6","1","1","2468","","","","353","353","353","","","","d85e8842589287b51ccafc8c2ab682fd_262","","0983e9ef5d2d51f2c7fe65caad871066_262","071df2bd90ec8224320f416a082a7ee2_354","f80477e6bb8d2c709ffd872956318dda_276","29d2a391aac6e81216e86f42a012931d_387","4903566b198540aa48641e5fce1361b3_387"
"WP_000820180.1","","hypothetical protein","6","6","1","1","622","","","","194","194","194","","","","d85e8842589287b51ccafc8c2ab682fd_3669","","0983e9ef5d2d51f2c7fe65caad871066_3683","071df2bd90ec8224320f416a082a7ee2_3783","f80477e6bb8d2c709ffd872956318dda_3893","29d2a391aac6e81216e86f42a012931d_4367","4903566b198540aa48641e5fce1361b3_4367"
"WP_001267153.1","","Rgg/GadR/MutR family transcriptional regulator","6","6","1","1","859","","","","851","851","851","4e0ebb2f352ce5f77c4dc810bc08f662_3","5304d155c86e7e0505652cd3398fab91_3190","c9f86137e46aba7d7655704f281d0e42_2222","d85e8842589287b51ccafc8c2ab682fd_3068","","0983e9ef5d2d51f2c7fe65caad871066_3082","","f80477e6bb8d2c709ffd872956318dda_3262","",""
"dnaI","","primosomal protein DnaI","6","6","1","1","807","","","","896","896","896","4e0ebb2f352ce5f77c4dc810bc08f662_13","","c9f86137e46aba7d7655704f281d0e42_2232","","72423b0a20e1eaaa23e55b78118edd99_2286","","071df2bd90ec8224320f416a082a7ee2_3174","","29d2a391aac6e81216e86f42a012931d_3652","4903566b198540aa48641e5fce1361b3_3652"
"WP_000802387.1","","DnaD domain protein","6","6","1","1","806","","","","1169","1169","1169","4e0ebb2f352ce5f77c4dc810bc08f662_15","","c9f86137e46aba7d7655704f281d0e42_2234","","72423b0a20e1eaaa23e55b78118edd99_2284","","071df2bd90ec8224320f416a082a7ee2_3176","","29d2a391aac6e81216e86f42a012931d_3654","4903566b198540aa48641e5fce1361b3_3654"
"WP_000076093.1","","class II aldolase/adducin family protein","6","6","1","1","5","","","","728","728","728","4e0ebb2f352ce5f77c4dc810bc08f662_1029","","c9f86137e46aba7d7655704f281d0e42_3248","","72423b0a20e1eaaa23e55b78118edd99_1240","","071df2bd90ec8224320f416a082a7ee2_4161","","29d2a391aac6e81216e86f42a012931d_4804","4903566b198540aa48641e5fce1361b3_4804"
"WP_001809058.1","","NPCBM/NEW2 domain-containing protein","6","6","1","1","4","","","","3017","3017","3017","4e0ebb2f352ce5f77c4dc810bc08f662_1031","","c9f86137e46aba7d7655704f281d0e42_3250","","72423b0a20e1eaaa23e55b78118edd99_1238","","071df2bd90ec8224320f416a082a7ee2_4163","","29d2a391aac6e81216e86f42a012931d_4806","4903566b198540aa48641e5fce1361b3_4806"
"WP_000158273.1","","alpha-galactosidase","6","6","1","1","3","","","","2216","2216","2216","4e0ebb2f352ce5f77c4dc810bc08f662_1033","","c9f86137e46aba7d7655704f281d0e42_3252","","72423b0a20e1eaaa23e55b78118edd99_1236","","071df2bd90ec8224320f416a082a7ee2_4165","","29d2a391aac6e81216e86f42a012931d_4808","4903566b198540aa48641e5fce1361b3_4808"
"WP_000687805.1","","hypothetical protein","6","6","1","1","2","","","","1871","1871","1871","4e0ebb2f352ce5f77c4dc810bc08f662_1035","","c9f86137e46aba7d7655704f281d0e42_3254","","72423b0a20e1eaaa23e55b78118edd99_1234","","071df2bd90ec8224320f416a082a7ee2_4167","","29d2a391aac6e81216e86f42a012931d_4810","4903566b198540aa48641e5fce1361b3_4810"
"WP_000683272.1","","alpha-L-fucosidase","6","6","1","1","1","","","","1319","1319","1319","4e0ebb2f352ce5f77c4dc810bc08f662_1037","","c9f86137e46aba7d7655704f281d0e42_3256","","72423b0a20e1eaaa23e55b78118edd99_1232","","071df2bd90ec8224320f416a082a7ee2_4169","","29d2a391aac6e81216e86f42a012931d_4812","4903566b198540aa48641e5fce1361b3_4812"
"WP_000057515.1","","sugar ABC transporter permease","6","6","1","1","2730","","","","929","929","929","4e0ebb2f352ce5f77c4dc810bc08f662_1041","","c9f86137e46aba7d7655704f281d0e42_3260","","72423b0a20e1eaaa23e55b78118edd99_1228","","071df2bd90ec8224320f416a082a7ee2_4173","","29d2a391aac6e81216e86f42a012931d_4816","4903566b198540aa48641e5fce1361b3_4816"
"WP_001036440.1","","carbohydrate ABC transporter substrate-binding protein","6","6","1","1","2731","","","","1292","1292","1292","4e0ebb2f352ce5f77c4dc810bc08f662_1043","","c9f86137e46aba7d7655704f281d0e42_3262","","72423b0a20e1eaaa23e55b78118edd99_1226","","071df2bd90ec8224320f416a082a7ee2_4175","","29d2a391aac6e81216e86f42a012931d_4818","4903566b198540aa48641e5fce1361b3_4818"
"WP_000388543.1","","rhamnulokinase","6","6","1","1","2732","","","","1403","1403","1403","4e0ebb2f352ce5f77c4dc810bc08f662_1045","","c9f86137e46aba7d7655704f281d0e42_3264","","72423b0a20e1eaaa23e55b78118edd99_1224","","071df2bd90ec8224320f416a082a7ee2_4177","","29d2a391aac6e81216e86f42a012931d_4820","4903566b198540aa48641e5fce1361b3_4820"
"WP_000876732.1","","site-specific integrase","6","6","1","1","2640","","","","1148","1148","1148","4e0ebb2f352ce5f77c4dc810bc08f662_1247","","c9f86137e46aba7d7655704f281d0e42_3468","","72423b0a20e1eaaa23e55b78118edd99_1020","","071df2bd90ec8224320f416a082a7ee2_55","","29d2a391aac6e81216e86f42a012931d_57","4903566b198540aa48641e5fce1361b3_57"
"WP_001057654.1","","hypothetical protein","6","6","1","1","2631","","","","197","197","197","4e0ebb2f352ce5f77c4dc810bc08f662_1259","","c9f86137e46aba7d7655704f281d0e42_3480","","72423b0a20e1eaaa23e55b78118edd99_1002","","071df2bd90ec8224320f416a082a7ee2_69","","29d2a391aac6e81216e86f42a012931d_71","4903566b198540aa48641e5fce1361b3_71"
"WP_000370959.1","","hypothetical protein","6","6","1","1","2628","","","","257","257","257","4e0ebb2f352ce5f77c4dc810bc08f662_1265","","c9f86137e46aba7d7655704f281d0e42_3486","","72423b0a20e1eaaa23e55b78118edd99_994","","071df2bd90ec8224320f416a082a7ee2_77","","29d2a391aac6e81216e86f42a012931d_79","4903566b198540aa48641e5fce1361b3_79"
"WP_000228214.1","","ATP-binding protein","6","6","1","1","2618","","","","770","770","770","4e0ebb2f352ce5f77c4dc810bc08f662_1273","","c9f86137e46aba7d7655704f281d0e42_3494","","72423b0a20e1eaaa23e55b78118edd99_986","","071df2bd90ec8224320f416a082a7ee2_85","","29d2a391aac6e81216e86f42a012931d_87","4903566b198540aa48641e5fce1361b3_87"
"WP_001165344.1","","phage holin family protein","6","6","1","1","2382","","","","416","416","416","4e0ebb2f352ce5f77c4dc810bc08f662_1317","","c9f86137e46aba7d7655704f281d0e42_3540","","72423b0a20e1eaaa23e55b78118edd99_920","","071df2bd90ec8224320f416a082a7ee2_141","","29d2a391aac6e81216e86f42a012931d_143","4903566b198540aa48641e5fce1361b3_143"
"WP_000009171.1","","YeiH family putative sulfate export transporter","6","6","1","1","2564","","","","1010","1010","1010","4e0ebb2f352ce5f77c4dc810bc08f662_1354","","c9f86137e46aba7d7655704f281d0e42_3579","","72423b0a20e1eaaa23e55b78118edd99_877","","071df2bd90ec8224320f416a082a7ee2_182","","29d2a391aac6e81216e86f42a012931d_197","4903566b198540aa48641e5fce1361b3_197"
"WP_000375711.1","","glycosyltransferase family 2 protein","6","6","1","1","2448","","","","953","953","953","4e0ebb2f352ce5f77c4dc810bc08f662_1560","5304d155c86e7e0505652cd3398fab91_358","c9f86137e46aba7d7655704f281d0e42_3779","d85e8842589287b51ccafc8c2ab682fd_300","","0983e9ef5d2d51f2c7fe65caad871066_300","","f80477e6bb8d2c709ffd872956318dda_316","",""
"WP_000253920.1","","AzlD domain-containing protein","6","6","1","1","2435","","","","323","323","323","4e0ebb2f352ce5f77c4dc810bc08f662_1580","5304d155c86e7e0505652cd3398fab91_378","c9f86137e46aba7d7655704f281d0e42_3799","","","","071df2bd90ec8224320f416a082a7ee2_416","","29d2a391aac6e81216e86f42a012931d_459","4903566b198540aa48641e5fce1361b3_459"
"group_8","","UDP-galactopuranose mutase","6","6","1","1","546","","","","86","86","86","4e0ebb2f352ce5f77c4dc810bc08f662_2672","","c9f86137e46aba7d7655704f281d0e42_507","","72423b0a20e1eaaa23e55b78118edd99_3949","","071df2bd90ec8224320f416a082a7ee2_1476","","29d2a391aac6e81216e86f42a012931d_1693","4903566b198540aa48641e5fce1361b3_1693"
"rfbB","","dTDP-glucose 4,6-dehydratase","6","6","1","1","1833","","","","1049","1049","1049","4e0ebb2f352ce5f77c4dc810bc08f662_1933","","c9f86137e46aba7d7655704f281d0e42_4156","d85e8842589287b51ccafc8c2ab682fd_669","72423b0a20e1eaaa23e55b78118edd99_282","0983e9ef5d2d51f2c7fe65caad871066_683","","f80477e6bb8d2c709ffd872956318dda_707","",""
"WP_000114427.1","","hypothetical protein","6","6","1","1","1548","","","","356","356","356","4e0ebb2f352ce5f77c4dc810bc08f662_2204","5304d155c86e7e0505652cd3398fab91_992","c9f86137e46aba7d7655704f281d0e42_37","d85e8842589287b51ccafc8c2ab682fd_932","","0983e9ef5d2d51f2c7fe65caad871066_946","","f80477e6bb8d2c709ffd872956318dda_990","",""
"WP_000895070.1","","protein-export chaperone SecB","6","6","1","1","2179","","","","362","362","362","4e0ebb2f352ce5f77c4dc810bc08f662_2392","5304d155c86e7e0505652cd3398fab91_1200","c9f86137e46aba7d7655704f281d0e42_227","d85e8842589287b51ccafc8c2ab682fd_1116","","0983e9ef5d2d51f2c7fe65caad871066_1130","","f80477e6bb8d2c709ffd872956318dda_1200","",""
"WP_000260605.1","","AbrB family transcriptional regulator","6","6","1","1","1399","","","","236","236","236","4e0ebb2f352ce5f77c4dc810bc08f662_2868","5304d155c86e7e0505652cd3398fab91_1668","c9f86137e46aba7d7655704f281d0e42_705","","","","071df2bd90ec8224320f416a082a7ee2_1672","","29d2a391aac6e81216e86f42a012931d_1925","4903566b198540aa48641e5fce1361b3_1925"
"WP_000444455.1","","tyrosine-type recombinase/integrase","6","6","1","1","1401","","","","965","965","965","4e0ebb2f352ce5f77c4dc810bc08f662_2872","5304d155c86e7e0505652cd3398fab91_1672","c9f86137e46aba7d7655704f281d0e42_709","","","","071df2bd90ec8224320f416a082a7ee2_1676","","29d2a391aac6e81216e86f42a012931d_1929","4903566b198540aa48641e5fce1361b3_1929"
"WP_000420568.1","","hypothetical protein","6","6","1","1","1416","","","","311","311","311","4e0ebb2f352ce5f77c4dc810bc08f662_2900","5304d155c86e7e0505652cd3398fab91_1698","c9f86137e46aba7d7655704f281d0e42_735","d85e8842589287b51ccafc8c2ab682fd_1600","","0983e9ef5d2d51f2c7fe65caad871066_1614","","f80477e6bb8d2c709ffd872956318dda_1723","",""
"group_860","","UDP-galactopyranose mutase","6","6","1","1","1422","","","","83","83","83","4e0ebb2f352ce5f77c4dc810bc08f662_2908","","c9f86137e46aba7d7655704f281d0e42_743","","72423b0a20e1eaaa23e55b78118edd99_3725","","071df2bd90ec8224320f416a082a7ee2_1710","","29d2a391aac6e81216e86f42a012931d_1978","4903566b198540aa48641e5fce1361b3_1978"
"WP_001809343.1","","HAD-IB family phosphatase","6","6","1","1","1973","","","","371","371","371","4e0ebb2f352ce5f77c4dc810bc08f662_3338","","c9f86137e46aba7d7655704f281d0e42_1179","","72423b0a20e1eaaa23e55b78118edd99_3265","","071df2bd90ec8224320f416a082a7ee2_2175","","29d2a391aac6e81216e86f42a012931d_2476","4903566b198540aa48641e5fce1361b3_2476"
"group_9","","UDP-galactopyranose mutase","6","6","1","1","2186","","","","77","77","77","4e0ebb2f352ce5f77c4dc810bc08f662_2414","","c9f86137e46aba7d7655704f281d0e42_249","","72423b0a20e1eaaa23e55b78118edd99_4181","","071df2bd90ec8224320f416a082a7ee2_1240","","29d2a391aac6e81216e86f42a012931d_1420","4903566b198540aa48641e5fce1361b3_1420"
"WP_000245755.1","","transposase","6","6","1","1","1880","","","","257","449","373","4e0ebb2f352ce5f77c4dc810bc08f662_1939","5304d155c86e7e0505652cd3398fab91_2704","c9f86137e46aba7d7655704f281d0e42_4162","","","","071df2bd90ec8224320f416a082a7ee2_2679","","29d2a391aac6e81216e86f42a012931d_3057","4903566b198540aa48641e5fce1361b3_3057"
"WP_000248973.1","","LPXTG cell wall anchor domain-containing protein","6","6","1","1","1287","","","","680","680","680","4e0ebb2f352ce5f77c4dc810bc08f662_3952","","c9f86137e46aba7d7655704f281d0e42_1809","","72423b0a20e1eaaa23e55b78118edd99_2677","","071df2bd90ec8224320f416a082a7ee2_2765","","29d2a391aac6e81216e86f42a012931d_3160","4903566b198540aa48641e5fce1361b3_3160"
"WP_001245194.1","","helix-turn-helix domain-containing protein","6","6","1","1","1246","","","","1484","1484","1484","4e0ebb2f352ce5f77c4dc810bc08f662_4066","5304d155c86e7e0505652cd3398fab91_2907","c9f86137e46aba7d7655704f281d0e42_1923","d85e8842589287b51ccafc8c2ab682fd_2785","","0983e9ef5d2d51f2c7fe65caad871066_2799","","f80477e6bb8d2c709ffd872956318dda_2959","",""
"WP_000248706.1","","transposase","6","6","1","1","1879","","","","146","449","347","4e0ebb2f352ce5f77c4dc810bc08f662_1941","","c9f86137e46aba7d7655704f281d0e42_4164","d85e8842589287b51ccafc8c2ab682fd_675","72423b0a20e1eaaa23e55b78118edd99_276","0983e9ef5d2d51f2c7fe65caad871066_689","","f80477e6bb8d2c709ffd872956318dda_713","",""
"WP_000915344.1","","hypothetical protein","5","5","1","1","2484","","","","221","2219","644","4e0ebb2f352ce5f77c4dc810bc08f662_1502","5304d155c86e7e0505652cd3398fab91_296","","d85e8842589287b51ccafc8c2ab682fd_236","","0983e9ef5d2d51f2c7fe65caad871066_236","","f80477e6bb8d2c709ffd872956318dda_248","",""
"WP_000346296.1","","hypothetical protein","5","5","1","1","1564","","","","119","119","119","","5304d155c86e7e0505652cd3398fab91_1040","","","72423b0a20e1eaaa23e55b78118edd99_4378","","071df2bd90ec8224320f416a082a7ee2_1054","","29d2a391aac6e81216e86f42a012931d_1192","4903566b198540aa48641e5fce1361b3_1192"
"WP_000005008.1","","amino acid ABC transporter ATP-binding protein","5","5","1","1","2269","","","","758","758","758","","5304d155c86e7e0505652cd3398fab91_1320","","d85e8842589287b51ccafc8c2ab682fd_1242","72423b0a20e1eaaa23e55b78118edd99_4085","0983e9ef5d2d51f2c7fe65caad871066_1256","","f80477e6bb8d2c709ffd872956318dda_1333","",""
"WP_000872894.1","","phosphatidylglycerophosphatase A","5","5","1","1","127","","","","488","488","488","","5304d155c86e7e0505652cd3398fab91_2485","","d85e8842589287b51ccafc8c2ab682fd_2370","72423b0a20e1eaaa23e55b78118edd99_2974","0983e9ef5d2d51f2c7fe65caad871066_2384","","f80477e6bb8d2c709ffd872956318dda_2524","",""
"WP_000773464.1","","hypothetical protein","5","5","1","1","126","","","","1409","1409","1409","","5304d155c86e7e0505652cd3398fab91_2487","","d85e8842589287b51ccafc8c2ab682fd_2372","72423b0a20e1eaaa23e55b78118edd99_2972","0983e9ef5d2d51f2c7fe65caad871066_2386","","f80477e6bb8d2c709ffd872956318dda_2526","",""
"WP_001077263.1","","ABC transporter ATP-binding protein","5","5","1","1","125","","","","1982","1982","1982","","5304d155c86e7e0505652cd3398fab91_2489","","d85e8842589287b51ccafc8c2ab682fd_2374","72423b0a20e1eaaa23e55b78118edd99_2970","0983e9ef5d2d51f2c7fe65caad871066_2388","","f80477e6bb8d2c709ffd872956318dda_2528","",""
"WP_000803875.1","","ABC transporter permease","5","5","1","1","124","","","","851","851","851","","5304d155c86e7e0505652cd3398fab91_2491","","d85e8842589287b51ccafc8c2ab682fd_2376","72423b0a20e1eaaa23e55b78118edd99_2968","0983e9ef5d2d51f2c7fe65caad871066_2390","","f80477e6bb8d2c709ffd872956318dda_2530","",""
"WP_000759970.1","","ABC transporter permease","5","5","1","1","123","","","","950","950","950","","5304d155c86e7e0505652cd3398fab91_2493","","d85e8842589287b51ccafc8c2ab682fd_2378","72423b0a20e1eaaa23e55b78118edd99_2966","0983e9ef5d2d51f2c7fe65caad871066_2392","","f80477e6bb8d2c709ffd872956318dda_2532","",""
"WP_000724915.1","","ABC transporter substrate-binding protein","5","5","1","1","122","","","","1628","1628","1628","","5304d155c86e7e0505652cd3398fab91_2495","","d85e8842589287b51ccafc8c2ab682fd_2380","72423b0a20e1eaaa23e55b78118edd99_2964","0983e9ef5d2d51f2c7fe65caad871066_2394","","f80477e6bb8d2c709ffd872956318dda_2534","",""
"WP_000694288.1","","hypothetical protein","5","5","1","1","858","","","","392","392","392","","5304d155c86e7e0505652cd3398fab91_3188","c9f86137e46aba7d7655704f281d0e42_2220","d85e8842589287b51ccafc8c2ab682fd_3066","","0983e9ef5d2d51f2c7fe65caad871066_3080","","f80477e6bb8d2c709ffd872956318dda_3260","",""
"WP_000233203.1","","hypothetical protein","5","5","1","1","2615","","","","167","167","167","","","c9f86137e46aba7d7655704f281d0e42_3498","","72423b0a20e1eaaa23e55b78118edd99_980","","071df2bd90ec8224320f416a082a7ee2_93","","29d2a391aac6e81216e86f42a012931d_95","4903566b198540aa48641e5fce1361b3_95"
"WP_114880832.1","","pneumococcal-type histidine triad protein","5","5","1","1","81","","","","2492","2534","2517","4e0ebb2f352ce5f77c4dc810bc08f662_3402","","c9f86137e46aba7d7655704f281d0e42_1245","d85e8842589287b51ccafc8c2ab682fd_2113","72423b0a20e1eaaa23e55b78118edd99_3335","","","f80477e6bb8d2c709ffd872956318dda_2250","",""
"WP_001153887.1","","IS30 family transposase","5","5","1","1","1432","","","","1049","1049","1049","","5304d155c86e7e0505652cd3398fab91_1718","","","72423b0a20e1eaaa23e55b78118edd99_3709","","071df2bd90ec8224320f416a082a7ee2_1726","","29d2a391aac6e81216e86f42a012931d_1999","4903566b198540aa48641e5fce1361b3_1999"
"WP_000588897.1","","sigma-70 family RNA polymerase sigma factor","5","5","1","1","2643","","","","479","479","479","","5304d155c86e7e0505652cd3398fab91_79","","d85e8842589287b51ccafc8c2ab682fd_27","72423b0a20e1eaaa23e55b78118edd99_1048","0983e9ef5d2d51f2c7fe65caad871066_27","","f80477e6bb8d2c709ffd872956318dda_27","",""
"group_1506","WP_000588897.1","sigma-70 family RNA polymerase sigma factor","5","5","1","1","572","","","","479","479","479","","5304d155c86e7e0505652cd3398fab91_3835","","d85e8842589287b51ccafc8c2ab682fd_3715","72423b0a20e1eaaa23e55b78118edd99_1576","0983e9ef5d2d51f2c7fe65caad871066_3729","","f80477e6bb8d2c709ffd872956318dda_3940","",""
"WP_000242193.1","","PTS sugar transporter subunit IIA","5","5","1","1","295","","","","476","476","476","4e0ebb2f352ce5f77c4dc810bc08f662_3444","","c9f86137e46aba7d7655704f281d0e42_1287","","","","071df2bd90ec8224320f416a082a7ee2_2278","","29d2a391aac6e81216e86f42a012931d_2596","4903566b198540aa48641e5fce1361b3_2596"
"WP_000819192.1","","alpha/beta hydrolase","5","5","1","1","554","","","","428","788","572","4e0ebb2f352ce5f77c4dc810bc08f662_2660","","c9f86137e46aba7d7655704f281d0e42_495","d85e8842589287b51ccafc8c2ab682fd_1366","","0983e9ef5d2d51f2c7fe65caad871066_1380","","f80477e6bb8d2c709ffd872956318dda_1467","",""
"WP_000693202.1","","hypothetical protein","5","5","1","1","2500","","","","83","275","215","4e0ebb2f352ce5f77c4dc810bc08f662_1478","","c9f86137e46aba7d7655704f281d0e42_3701","","","","071df2bd90ec8224320f416a082a7ee2_302","","29d2a391aac6e81216e86f42a012931d_348","4903566b198540aa48641e5fce1361b3_348"
"WP_167750760.1","","bacteriocin ABC transporter","5","5","1","1","1560","","","","725","2153","1194","","5304d155c86e7e0505652cd3398fab91_1016","","","72423b0a20e1eaaa23e55b78118edd99_4386","","071df2bd90ec8224320f416a082a7ee2_1046","","29d2a391aac6e81216e86f42a012931d_1184","4903566b198540aa48641e5fce1361b3_1184"
"WP_000484475.1","","IS66 family transposase zinc-finger binding domain-containing protein","5","5","1","1","1873","","","","305","776","482","","5304d155c86e7e0505652cd3398fab91_2706","","","72423b0a20e1eaaa23e55b78118edd99_2763","","071df2bd90ec8224320f416a082a7ee2_2683","","29d2a391aac6e81216e86f42a012931d_3061","4903566b198540aa48641e5fce1361b3_3061"
"WP_000078389.1","","N-acetylmannosamine-6-phosphate 2-epimerase","5","5","1","1","120","","","","698","698","698","","5304d155c86e7e0505652cd3398fab91_2499","","d85e8842589287b51ccafc8c2ab682fd_2384","72423b0a20e1eaaa23e55b78118edd99_2960","0983e9ef5d2d51f2c7fe65caad871066_2398","","f80477e6bb8d2c709ffd872956318dda_2538","",""
"group_2040","","UDP-galactopuranose mutase","5","5","1","1","567","","","","77","77","77","4e0ebb2f352ce5f77c4dc810bc08f662_2686","","c9f86137e46aba7d7655704f281d0e42_521","d85e8842589287b51ccafc8c2ab682fd_1394","","0983e9ef5d2d51f2c7fe65caad871066_1408","","f80477e6bb8d2c709ffd872956318dda_1497","",""
