"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10430","NCTC10444","NCTC10537","NCTC10973","NCTC11023","NCTC12655","NCTC9008","NCTC9022","NCTC9041","NCTC9054"
"WP_000101690.1","","DUF1190 domain-containing protein","1","1","1","1","2094","","","","638","638","638","","2000d99c1a4f4644d4dc8bc5f335fcca_9035","","","","","","","",""
"WP_023155008.1","","hypothetical protein","1","1","1","1","4002","","","","329","329","329","","2000d99c1a4f4644d4dc8bc5f335fcca_9234","","","","","","","",""
"WP_071337572.1","","response regulator","1","1","1","1","4001","","","","2261","2261","2261","","2000d99c1a4f4644d4dc8bc5f335fcca_9236","","","","","","","",""
"WP_126298086.1","","sugar ABC transporter ATP-binding protein","1","1","1","1","3484","","","","1520","1520","1520","","2000d99c1a4f4644d4dc8bc5f335fcca_9238","","","","","","","",""
"WP_001237475.1","","ABC transporter substrate-binding protein","1","1","1","1","3485","","","","941","941","941","","2000d99c1a4f4644d4dc8bc5f335fcca_9242","","","","","","","",""
"WP_000830339.1","","D-lyxose/D-mannose family sugar isomerase","1","1","1","1","3486","","","","683","683","683","","2000d99c1a4f4644d4dc8bc5f335fcca_9244","","","","","","","",""
"WP_001128504.1","","ketose 1,6-bisphosphate aldolase","1","1","1","1","3487","","","","860","860","860","","2000d99c1a4f4644d4dc8bc5f335fcca_9246","","","","","","","",""
"WP_000970597.1","","carbohydrate kinase family protein","1","1","1","1","3488","","","","1001","1001","1001","","2000d99c1a4f4644d4dc8bc5f335fcca_9248","","","","","","","",""
"WP_000805929.1","","response regulator transcription factor","1","1","1","1","3489","","","","707","707","707","","2000d99c1a4f4644d4dc8bc5f335fcca_9250","","","","","","","",""
"group_44","","Ail/Lom family outer membrane beta-barrel protein","1","1","1","1","6803","","","","215","215","215","","","","","","81c24e080905d6ecc25e00770222c603_4806","","","",""
"WP_001121509.1","","hypothetical protein","1","1","1","1","3962","","","","476","476","476","","2000d99c1a4f4644d4dc8bc5f335fcca_9305","","","","","","","",""
"WP_001027723.1","","hypothetical protein","1","1","1","1","3948","","","","485","485","485","","2000d99c1a4f4644d4dc8bc5f335fcca_9317","","","","","","","",""
"WP_032194326.1","","DUF2713 family protein","1","1","1","1","3498","","","","713","713","713","","2000d99c1a4f4644d4dc8bc5f335fcca_9331","","","","","","","",""
"WP_000245643.1","","PTS sorbose transporter subunit IIA","1","1","1","1","3894","","","","407","407","407","","2000d99c1a4f4644d4dc8bc5f335fcca_9393","","","","","","","",""
"group_4413","btuB","TonB-dependent vitamin B12 receptor BtuB","1","1","1","1","3846","","","","1883","1883","1883","","2000d99c1a4f4644d4dc8bc5f335fcca_9524","","","","","","","",""
"WP_000660587.1","","hypothetical protein","1","1","1","1","3509","","","","245","245","245","","2000d99c1a4f4644d4dc8bc5f335fcca_9579","","","","","","","",""
"WP_001301616.1","","hypothetical protein","1","1","1","1","3512","","","","674","674","674","","2000d99c1a4f4644d4dc8bc5f335fcca_9605","","","","","","","",""
"WP_000232688.1","","hypothetical protein","1","1","1","1","3513","","","","626","626","626","","2000d99c1a4f4644d4dc8bc5f335fcca_9607","","","","","","","",""
"WP_001086385.1","","hypothetical protein","1","1","1","1","3762","","","","242","242","242","","2000d99c1a4f4644d4dc8bc5f335fcca_9685","","","","","","","",""
"WP_000226343.1","","hypothetical protein","1","1","1","1","3753","","","","1814","1814","1814","","2000d99c1a4f4644d4dc8bc5f335fcca_9695","","","","","","","",""
"WP_000345434.1","","sulfite exporter TauE/SafE family protein","1","1","1","1","3516","","","","875","875","875","","2000d99c1a4f4644d4dc8bc5f335fcca_9717","","","","","","","",""
"WP_001014281.1","","hypothetical protein","1","1","1","1","3543","","","","1295","1295","1295","","2000d99c1a4f4644d4dc8bc5f335fcca_9872","","","","","","","",""
"WP_001169130.1","","hypothetical protein","1","1","1","1","3542","","","","425","425","425","","2000d99c1a4f4644d4dc8bc5f335fcca_9874","","","","","","","",""
"group_4445","ilvL","ilv operon leader peptide","1","1","1","1","3548","","","","98","98","98","","2000d99c1a4f4644d4dc8bc5f335fcca_9962","","","","","","","",""
"WP_000761714.1","","hypothetical protein","1","1","1","1","4257","","","","488","488","488","","","8291d5e9ef160a270636991509e0e85c_100","","","","","","",""
"WP_001277758.1","","toxin","1","1","1","1","4258","","","","365","365","365","","","8291d5e9ef160a270636991509e0e85c_102","","","","","","",""
"WP_000896262.1","","DUF839 domain-containing protein","1","1","1","1","4259","","","","200","200","200","","","8291d5e9ef160a270636991509e0e85c_108","","","","","","",""
"WP_001038839.1","","autotransporter outer membrane beta-barrel domain-containing protein","1","1","1","1","662","","","","3497","3497","3497","","","8291d5e9ef160a270636991509e0e85c_112","","","","","","",""
"WP_000074142.1","","hypothetical protein","1","1","1","1","663","","","","155","155","155","","","8291d5e9ef160a270636991509e0e85c_116","","","","","","",""
"group_4458","","conjugal transfer domain protein","1","1","1","1","926","","","","1013","1013","1013","","","8291d5e9ef160a270636991509e0e85c_122","","","","","","",""
"ssb","","single-stranded DNA-binding protein","1","1","1","1","927","","","","485","485","485","","","8291d5e9ef160a270636991509e0e85c_124","","","","","","",""
"group_446","rbsD","D-ribose pyranase","1","1","1","1","3608","","","","191","191","191","","","8291d5e9ef160a270636991509e0e85c_8902","","","","","","",""
"WP_000172051.1","","hypothetical protein","1","1","1","1","493","","","","164","164","164","","","8291d5e9ef160a270636991509e0e85c_930","","","","","","",""
"WP_071842248.1","","hypothetical protein","1","1","1","1","453","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","263","263","263","","","8291d5e9ef160a270636991509e0e85c_1504","","","","","","",""
"WP_012777785.1","","hypothetical protein","1","1","1","1","443","","","","1376","1376","1376","","","8291d5e9ef160a270636991509e0e85c_1580","","","","","","",""
"group_4481","","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","1","1","1","1","442","","","","695","695","695","","","8291d5e9ef160a270636991509e0e85c_1582","","","","","","",""
"group_4482","","SDR family oxidoreductase","1","1","1","1","441","","","","686","686","686","","","8291d5e9ef160a270636991509e0e85c_1586","","","","","","",""
"WP_000069818.1","","hypothetical protein","1","1","1","1","4410","","","","1139","1139","1139","","","8291d5e9ef160a270636991509e0e85c_1588","","","","","","",""
"WP_000991482.1","","hypothetical protein","1","1","1","1","4411","","","","959","959","959","","","8291d5e9ef160a270636991509e0e85c_1590","","","","","","",""
"WP_001290250.1","","DUF4942 domain-containing protein","1","1","1","1","4419","","","","569","569","569","","","8291d5e9ef160a270636991509e0e85c_1606","","","","","","",""
"WP_001320394.1","","type IV toxin-antitoxin system YeeU family antitoxin","1","1","1","1","2011","","","","368","368","368","","","8291d5e9ef160a270636991509e0e85c_1614","","","","","","",""
"WP_000004944.1","","sugar ABC transporter ATP-binding protein","1","1","1","1","58","","","","1499","1499","1499","","","8291d5e9ef160a270636991509e0e85c_1953","","","","","","",""
"WP_000156205.1","","ABC transporter permease","1","1","1","1","57","","","","983","983","983","","","8291d5e9ef160a270636991509e0e85c_1955","","","","","","",""
"WP_000857361.1","","ABC transporter substrate-binding protein","1","1","1","1","59","","","","950","950","950","","","8291d5e9ef160a270636991509e0e85c_1957","","","","","","",""
"WP_000551482.1","","FGGY-family carbohydrate kinase","1","1","1","1","60","","","","1580","1580","1580","","","8291d5e9ef160a270636991509e0e85c_1959","","","","","","",""
"WP_001140843.1","","LacI family transcriptional regulator","1","1","1","1","61","","","","998","998","998","","","8291d5e9ef160a270636991509e0e85c_1961","","","","","","",""
"group_4497","","L-fuculose-phosphate aldolase","1","1","1","1","62","","","","440","440","440","","","8291d5e9ef160a270636991509e0e85c_1963","","","","","","",""
"WP_001542091.1","","Ail/Lom family outer membrane beta-barrel protein","1","1","1","1","6808","","","","599","599","599","de5d112513ebace038d16be8aa9e1273_6267","","","","","","","","",""
"group_4500","ascB","6-phospho-beta-glucosidase AscB","1","1","1","1","3392","","","","1424","1424","1424","","","8291d5e9ef160a270636991509e0e85c_2127","","","","","","",""
"WP_001281621.1","","fimbria/pilus periplasmic chaperone","1","1","1","1","2831","","","","752","752","752","","","8291d5e9ef160a270636991509e0e85c_2797","","","","","","",""
"WP_000789849.1","","fimbrial protein","1","1","1","1","2188","","","","506","506","506","","","8291d5e9ef160a270636991509e0e85c_2799","","","","","","",""
"WP_000809301.1","","fimbrial protein","1","1","1","1","2189","","","","479","479","479","","","8291d5e9ef160a270636991509e0e85c_2801","","","","","","",""
"WP_000197766.1","","fimbrial protein","1","1","1","1","2190","","","","551","551","551","","","8291d5e9ef160a270636991509e0e85c_2803","","","","","","",""
"WP_001300995.1","","DUF2544 domain-containing protein","1","1","1","1","2191","","","","824","824","824","","","8291d5e9ef160a270636991509e0e85c_2805","","","","","","",""
"WP_085950470.1","","IS3-like element ISEcB1 family transposase","1","1","1","1","2202","","","","453","453","453","","","8291d5e9ef160a270636991509e0e85c_2919","","","","","","",""
"WP_112843499.1","","hypothetical protein","1","1","1","1","2567","","","","194","194","194","","","8291d5e9ef160a270636991509e0e85c_3241","","","","","","",""
"WP_012777764.1","","hypothetical protein","1","1","1","1","2566","","","","263","263","263","","","8291d5e9ef160a270636991509e0e85c_3243","","","","","","",""
"WP_000700140.1","","hypothetical protein","1","1","1","1","2565","","","","164","164","164","","","8291d5e9ef160a270636991509e0e85c_3245","","","","","","",""
"WP_000858919.1","","helix-turn-helix domain-containing protein","1","1","1","1","2564","","","","665","665","665","","","8291d5e9ef160a270636991509e0e85c_3247","","","","","","",""
"WP_001276099.1","","hypothetical protein","1","1","1","1","2244","","","","431","431","431","","","8291d5e9ef160a270636991509e0e85c_3249","","","","","","",""
"WP_001318412.1","","hypothetical protein","1","1","1","1","2245","","","","239","239","239","","","8291d5e9ef160a270636991509e0e85c_3251","","","","","","",""
"group_4520","mdtC","multidrug efflux RND transporter permease subunit MdtC","1","1","1","1","2346","","","","3077","3077","3077","","","8291d5e9ef160a270636991509e0e85c_3300","","","","","","",""
"group_4521","rfbB","dTDP-glucose 4,6-dehydratase","1","1","1","1","2371","","","","1085","1085","1085","","","8291d5e9ef160a270636991509e0e85c_3376","","","","","","",""
"group_4522","rfbC","dTDP-4-dehydrorhamnose 3,5-epimerase","1","1","1","1","2367","","","","545","545","545","","","8291d5e9ef160a270636991509e0e85c_3382","","","","","","",""
"group_4523","wzx","O7 family O-antigen flippase","1","1","1","1","2366","","","","1424","1424","1424","","","8291d5e9ef160a270636991509e0e85c_3384","","","","","","",""
"WP_000998544.1","","DegT/DnrJ/EryC1/StrS family aminotransferase","1","1","1","1","2405","","","","1112","1112","1112","","","8291d5e9ef160a270636991509e0e85c_3386","","","","","","",""
"WP_000323726.1","","acyltransferase","1","1","1","1","2406","","","","578","578","578","","","8291d5e9ef160a270636991509e0e85c_3388","","","","","","",""
"WP_000690820.1","","glycosyl transferase","1","1","1","1","2407","","","","746","746","746","","","8291d5e9ef160a270636991509e0e85c_3390","","","","","","",""
"WP_000340445.1","","sugar polymerase","1","1","1","1","2408","","","","821","821","821","","","8291d5e9ef160a270636991509e0e85c_3392","","","","","","",""
"group_4528","wzy","O7 family O-antigen polymerase","1","1","1","1","2409","","","","1175","1175","1175","","","8291d5e9ef160a270636991509e0e85c_3394","","","","","","",""
"WP_000161786.1","","glycosyltransferase family 4 protein","1","1","1","1","2410","","","","1112","1112","1112","","","8291d5e9ef160a270636991509e0e85c_3396","","","","","","",""
"WP_001278664.1","","glycosyltransferase","1","1","1","1","2411","","","","767","767","767","","","8291d5e9ef160a270636991509e0e85c_3398","","","","","","",""
"WP_000097983.1","","mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase","1","1","1","1","2412","","","","1424","1424","1424","","","8291d5e9ef160a270636991509e0e85c_3402","","","","","","",""
"group_4532","cpsG","phosphomannomutase CpsG","1","1","1","1","2413","","","","1364","1364","1364","","","8291d5e9ef160a270636991509e0e85c_3404","","","","","","",""
"group_4533","","ISL3 family transposase","1","1","1","1","4797","","","","335","335","335","","","8291d5e9ef160a270636991509e0e85c_3463","","","","","","",""
"WP_000159335.1","","hypothetical protein","1","1","1","1","7055","","","","200","200","200","","","8291d5e9ef160a270636991509e0e85c_4235","","","","","","",""
"WP_001320327.1","","hypothetical protein","1","1","1","1","7056","","","","365","365","365","","","8291d5e9ef160a270636991509e0e85c_4237","","","","","","",""
"WP_000379591.1","","DUF1391 family protein","1","1","1","1","7057","","","","152","152","152","","","8291d5e9ef160a270636991509e0e85c_4239","","","","","","",""
"WP_001366387.1","","hypothetical protein","1","1","1","1","6957","","","","233","233","233","","","8291d5e9ef160a270636991509e0e85c_4251","","","","","","",""
"WP_001557934.1","","hypothetical protein","1","1","1","1","6914","","","","260","260","260","","","8291d5e9ef160a270636991509e0e85c_4283","","","","","","",""
"WP_001071781.1","","DUF2514 domain-containing protein","1","1","1","1","5738","","","","497","497","497","","","8291d5e9ef160a270636991509e0e85c_4287","","","","","","",""
"WP_001443523.1","","hypothetical protein","1","1","1","1","5748","","","","155","155","155","","","8291d5e9ef160a270636991509e0e85c_4293","","","","","","",""
"WP_001019207.1","","addiction module toxin, GnsA/GnsB family","1","1","1","1","5747","","","","173","173","173","","","8291d5e9ef160a270636991509e0e85c_4295","","","","","","",""
"WP_000548593.1","","hypothetical protein","1","1","1","1","5746","","","","206","206","206","","","8291d5e9ef160a270636991509e0e85c_4297","","","","","","",""
"WP_000273128.1","","type II toxin-antitoxin system RelE/ParE family toxin","1","1","1","1","5846","","","","320","320","320","","","8291d5e9ef160a270636991509e0e85c_4353","","","","","","",""
"WP_000268704.1","","helix-turn-helix transcriptional regulator","1","1","1","1","5794","","","","284","284","284","","","8291d5e9ef160a270636991509e0e85c_4355","","","","","","",""
"WP_001157925.1","","hypothetical protein","1","1","1","1","6683","","","","173","173","173","","","8291d5e9ef160a270636991509e0e85c_4635","","","","","","",""
"WP_000654171.1","","hypothetical protein","1","1","1","1","6886","","","","278","278","278","","","8291d5e9ef160a270636991509e0e85c_4647","","","","","","",""
"WP_024182056.1","","phage tail protein","1","1","1","1","6887","","","","2024","2024","2024","","","8291d5e9ef160a270636991509e0e85c_4649","","","","","","",""
"WP_000370546.1","","hypothetical protein","1","1","1","1","6644","","","","272","272","272","","","8291d5e9ef160a270636991509e0e85c_4661","","","","","","",""
"WP_000193293.1","","YdfR family protein","1","1","1","1","6669","","","","344","344","344","","","8291d5e9ef160a270636991509e0e85c_4663","","","","","","",""
"WP_001326841.1","","hypothetical protein","1","1","1","1","2074","","","","302","302","302","","","8291d5e9ef160a270636991509e0e85c_5327","","","","","","",""
"WP_000535345.1","","YccE family protein","1","1","1","1","2024","","","","1259","1259","1259","","","8291d5e9ef160a270636991509e0e85c_5359","","","","","","",""
"WP_001396390.1","","hypothetical protein","1","1","1","1","6154","","","","146","146","146","","","8291d5e9ef160a270636991509e0e85c_5650","","","","","","",""
"group_4573","","recombinase family protein","1","1","1","1","6427","","","","239","239","239","","","8291d5e9ef160a270636991509e0e85c_5684","","","","","","",""
"WP_001318481.1","","tail fiber protein","1","1","1","1","6426","","","","539","539","539","","","8291d5e9ef160a270636991509e0e85c_5686","","","","","","",""
"WP_000368077.1","","tail fiber assembly protein","1","1","1","1","6425","","","","602","602","602","","","8291d5e9ef160a270636991509e0e85c_5688","","","","","","",""
"WP_000280166.1","","tail assembly chaperone","1","1","1","1","6424","","","","437","437","437","","","8291d5e9ef160a270636991509e0e85c_5690","","","","","","",""
"WP_000115390.1","","hypothetical protein","1","1","1","1","6416","","","","806","806","806","","","8291d5e9ef160a270636991509e0e85c_5702","","","","","","",""
"WP_000829156.1","","phage virion morphogenesis protein","1","1","1","1","6408","","","","446","446","446","","","8291d5e9ef160a270636991509e0e85c_5704","","","","","","",""
"group_458","ldrD","type I toxin-antitoxin system toxic polypeptide LdrD","1","1","1","1","1179","","","","107","107","107","","","","","","","a963e031a0e9d0bd7ea9f5c201bde08a_356","","",""
"WP_000196203.1","","LysB family phage lysis regulatory protein","1","1","1","1","6392","","","","428","428","428","","","8291d5e9ef160a270636991509e0e85c_5708","","","","","","",""
"WP_000520360.1","","phage portal protein","1","1","1","1","6385","","","","1025","1025","1025","","","8291d5e9ef160a270636991509e0e85c_5716","","","","","","",""
"WP_001320043.1","","RNA-directed DNA polymerase","1","1","1","1","6384","","","","962","962","962","","","8291d5e9ef160a270636991509e0e85c_5718","","","","","","",""
"WP_001034589.1","","hypothetical protein","1","1","1","1","6383","","","","923","923","923","","","8291d5e9ef160a270636991509e0e85c_5720","","","","","","",""
"WP_001059831.1","","hypothetical protein","1","1","1","1","6136","","","","335","335","335","","","8291d5e9ef160a270636991509e0e85c_5722","","","","","","",""
"WP_000104175.1","","DNA adenine methylase","1","1","1","1","6134","","","","857","857","857","","","8291d5e9ef160a270636991509e0e85c_5730","","","","","","",""
"WP_000974872.1","","hypothetical protein","1","1","1","1","6129","","","","332","332","332","","","8291d5e9ef160a270636991509e0e85c_5750","","","","","","",""
"WP_000603805.1","","acyltransferase","1","1","1","1","6523","","","","1145","1145","1145","","","8291d5e9ef160a270636991509e0e85c_5905","","","","","","",""
"WP_000394418.1","","hypothetical protein","1","1","1","1","7380","","","","1337","1337","1337","","","8291d5e9ef160a270636991509e0e85c_5907","","","","","","",""
"WP_000204789.1","","acyltransferase","1","1","1","1","7381","","","","1025","1025","1025","","","8291d5e9ef160a270636991509e0e85c_5911","","","","","","",""
"WP_001104982.1","","tail fiber assembly protein","1","1","1","1","7382","","","","395","395","395","","","8291d5e9ef160a270636991509e0e85c_5913","","","","","","",""
"group_4599","","carbohydrate kinase","1","1","1","1","7383","","","","518","518","518","","","8291d5e9ef160a270636991509e0e85c_5915","","","","","","",""
"group_4603","","DUF551 domain-containing protein","1","1","1","1","7366","","","","182","182","182","","","8291d5e9ef160a270636991509e0e85c_5929","","","","","","",""
"WP_000376718.1","","DUF4752 family protein","1","1","1","1","7365","","","","284","284","284","","","8291d5e9ef160a270636991509e0e85c_5931","","","","","","",""
"WP_000002107.1","","ASCH domain-containing protein","1","1","1","1","7364","","","","284","284","284","","","8291d5e9ef160a270636991509e0e85c_5933","","","","","","",""
"WP_001276742.1","","rhomboid family intramembrane serine protease","1","1","1","1","4977","","","","1877","1877","1877","","","8291d5e9ef160a270636991509e0e85c_6191","","","","","","",""
"WP_105929221.1","","IS3 family transposase","1","1","1","1","4985","","","","128","128","128","","","8291d5e9ef160a270636991509e0e85c_6344","","","","","","",""
"group_4621","","tail fiber assembly protein","1","1","1","1","5890","","","","110","110","110","","","8291d5e9ef160a270636991509e0e85c_6396","","","","","","",""
"WP_000290529.1","","phage tail protein","1","1","1","1","5780","","","","2345","2345","2345","","","8291d5e9ef160a270636991509e0e85c_6404","","","","","","",""
"group_4626","","adenine methyltransferase","1","1","1","1","4947","","","","350","350","350","","","8291d5e9ef160a270636991509e0e85c_6454","","","","","","",""
"WP_000763373.1","","TraR/DksA family transcriptional regulator","1","1","1","1","5657","","","","218","218","218","","","8291d5e9ef160a270636991509e0e85c_6458","","","","","","",""
"WP_001329124.1","","hypothetical protein","1","1","1","1","5624","","","","173","173","173","","","8291d5e9ef160a270636991509e0e85c_6535","","","","","","",""
"group_4637","yafO","type II toxin-antitoxin system mRNA interferase toxin YafO","1","1","1","1","5355","","","","398","398","398","","","","","","81c24e080905d6ecc25e00770222c603_6953","","","",""
"group_4639","yafN","type I toxin-antitoxin system antitoxin YafN","1","1","1","1","5356","","","","293","293","293","","","","","","81c24e080905d6ecc25e00770222c603_6955","","","",""
"group_4642","yaeI","phosphodiesterase YaeI","1","1","1","1","7731","","","","812","812","812","","","8291d5e9ef160a270636991509e0e85c_7147","","","","","","",""
"group_4653","","pentapeptide repeat-containing protein","1","1","1","1","7892","","","","346","346","346","","","8291d5e9ef160a270636991509e0e85c_7428","","","","","","",""
"group_4654","espX1","type III secretion system effector EspX1","1","1","1","1","7891","","","","1088","1088","1088","","","8291d5e9ef160a270636991509e0e85c_7432","","","","","","",""
"WP_000679064.1","","4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase","1","1","1","1","7972","","","","1289","1289","1289","","","8291d5e9ef160a270636991509e0e85c_7582","","","","","","",""
"hpaE","","5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase","1","1","1","1","7971","","","","1466","1466","1466","","","8291d5e9ef160a270636991509e0e85c_7584","","","","","","",""
"WP_000009567.1","","type-1 restriction enzyme EcoBI specificity protein","1","1","1","1","1939","","","","1424","1424","1424","","","8291d5e9ef160a270636991509e0e85c_7614","","","","","","",""
"group_4668","symE","endoribonuclease SymE","1","1","1","1","1940","","","","341","341","341","","","8291d5e9ef160a270636991509e0e85c_7616","","","","","","",""
"group_47","","RHS repeat protein","1","1","1","1","4987","","","","910","910","910","","","","","f95cc3601e9bedf7c0d3dbaf7722b312_6595","","","","",""
"WP_000788777.1","","hypothetical protein","1","1","1","1","29","","","","158","158","158","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1594","","","","","",""
"WP_053531151.1","","recombinase family protein","1","1","1","1","28","","","","539","539","539","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1596","","","","","",""
"WP_000870967.1","","hypothetical protein","1","1","1","1","27","","","","188","188","188","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1598","","","","","",""
"WP_000005056.1","","hypothetical protein","1","1","1","1","26","","","","167","167","167","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1600","","","","","",""
"WP_021569907.1","","hypothetical protein","1","1","1","1","25","","","","692","692","692","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1602","","","","","",""
"WP_021513209.1","","hypothetical protein","1","1","1","1","24","","","","275","275","275","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1604","","","","","",""
"WP_021569906.1","","hypothetical protein","1","1","1","1","23","","","","407","407","407","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1606","","","","","",""
"WP_089551358.1","","hypothetical protein","1","1","1","1","22","","","","335","335","335","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1608","","","","","",""
"WP_000898164.1","","hypothetical protein","1","1","1","1","21","","","","212","212","212","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1610","","","","","",""
"WP_000582638.1","","hypothetical protein","1","1","1","1","20","","","","362","362","362","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1612","","","","","",""
"WP_126508795.1","","major capsid protein","1","1","1","1","19","","","","1028","1028","1028","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1614","","","","","",""
"WP_000452039.1","","hypothetical protein","1","1","1","1","18","","","","203","203","203","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1616","","","","","",""
"WP_126508796.1","","hypothetical protein","1","1","1","1","17","","","","1829","1829","1829","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1618","","","","","",""
"WP_096099301.1","","hypothetical protein","1","1","1","1","16","","","","713","713","713","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1620","","","","","",""
"WP_174705730.1","","tyrosine-type recombinase/integrase","1","1","1","1","15","","","","1277","1277","1277","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1622","","","","","",""
"WP_064734255.1","","site-specific integrase","1","1","1","1","276","","","","1631","1631","1631","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1749","","","","","",""
"WP_024184497.1","","hypothetical protein","1","1","1","1","277","","","","563","563","563","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1751","","","","","",""
"WP_089617947.1","","hypothetical protein","1","1","1","1","278","","","","473","473","473","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1753","","","","","",""
"WP_001216602.1","","hypothetical protein","1","1","1","1","2111","","","","227","227","227","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2198","","","","","",""
"WP_079987766.1","","ash family protein","1","1","1","1","2110","","","","551","551","551","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2200","","","","","",""
"WP_164558517.1","","capsid protein","1","1","1","1","2108","","","","743","743","743","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2204","","","","","",""
"WP_000468231.1","","ogr/Delta-like zinc finger family protein","1","1","1","1","2107","","","","239","239","239","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2206","","","","","",""
"WP_089520073.1","","Polarity suppression protein","1","1","1","1","2106","","","","566","566","566","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2208","","","","","",""
"WP_023196287.1","","DUF4747 family protein","1","1","1","1","3236","","","","893","893","893","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2210","","","","","",""
"WP_089520072.1","","hypothetical protein","1","1","1","1","3237","","","","437","437","437","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2212","","","","","",""
"WP_089520071.1","","tyrosine-type recombinase/integrase","1","1","1","1","3238","","","","1193","1193","1193","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2214","","","","","",""
"WP_001215584.1","","WGR and DUF4132 domain-containing protein","1","1","1","1","2573","","","","3800","3800","3800","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3215","","","","","",""
"WP_001403727.1","","DUF2574 family protein","1","1","1","1","2240","","","","281","281","281","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3221","","","","","",""
"WP_000682830.1","","fimbrial protein","1","1","1","1","2239","","","","542","542","542","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3223","","","","","",""
"WP_000677411.1","","fimbria/pilus periplasmic chaperone","1","1","1","1","2241","","","","674","674","674","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3225","","","","","",""
"WP_000089321.1","","MFS transporter","1","1","1","1","2253","","","","1274","1274","1274","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3254","","","","","",""
"WP_000156561.1","","FGGY family pentulose kinase","1","1","1","1","2252","","","","1604","1604","1604","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3256","","","","","",""
"WP_001016801.1","","SDR family oxidoreductase","1","1","1","1","2251","","","","749","749","749","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3258","","","","","",""
"WP_000198985.1","","LacI family DNA-binding transcriptional regulator","1","1","1","1","2250","","","","1031","1031","1031","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3260","","","","","",""
"WP_001030845.1","","sugar-binding transcriptional regulator","1","1","1","1","2249","","","","941","941","941","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3262","","","","","",""
"WP_001005232.1","","mannitol dehydrogenase family protein","1","1","1","1","2248","","","","1367","1367","1367","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3264","","","","","",""
"group_4760","xylB","xylulokinase","1","1","1","1","2247","","","","1463","1463","1463","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3266","","","","","",""
"WP_000060034.1","","MFS transporter","1","1","1","1","2246","","","","1277","1277","1277","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3268","","","","","",""
"WP_000481293.1","","HAD-IA family hydrolase","1","1","1","1","2540","","","","653","653","653","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3270","","","","","",""
"group_4765","galE","UDP-glucose 4-epimerase GalE","1","1","1","1","2479","","","","1016","1016","1016","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3362","","","","","",""
"WP_016241354.1","","glycosyltransferase","1","1","1","1","2478","","","","2216","2216","2216","","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3364","","","","","",""
